player_id,player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,npxG,xA,goals_scored,assists,bonus,clean_sheets,goals_conceded,minutes,total_points,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,cs_xP,bonus_xP,concede_xP,xP,avg_npxG,avg_xA,avg_bonus,avg_minutes
272,Paul Pogba,M,134,14,2021-12-02,Man Utd,Arsenal,1,,,0,0,0,0,0,0,0,1.353,2.507,1.603,1.449,1.58,1.26,1.073,1.009,0.284,0.191,0.0,0.456,0.167,0.262,0.191,6.314
82,Pelenda Joshua Dasilva,M,140,14,2021-12-02,Brentford,Spurs,1,,,0,0,0,0,0,0,0,1.556,1.599,1.416,1.235,1.14,1.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
632,Phil Jones,D,134,14,2021-12-02,Man Utd,Arsenal,1,,,0,0,0,0,0,0,0,1.353,2.507,1.603,1.449,1.58,1.26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
486,Pierluigi Gollini,G,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
4,Pierre-Emerick Aubameyang,F,134,14,2021-12-02,Arsenal,Man Utd,1,0.642,0.0,0,0,0,0,0,78,2,1.603,1.449,1.353,2.507,1.26,1.58,1.414,0.125,0.0,0.318,0.0,3.856,0.409,0.048,0.319,83.284
365,Pierre-Emile Højbjerg,M,140,14,2021-12-02,Spurs,Brentford,1,0.516,0.058,0,0,0,1,0,90,3,1.416,1.235,1.556,1.599,1.58,1.14,0.436,0.133,0.32,0.76,0.0,3.648,0.071,0.036,0.797,89.996
76,Pontus Jansson,D,140,14,2021-12-02,Brentford,Spurs,1,0.03,0.038,0,0,0,0,2,90,1,1.556,1.599,1.416,1.235,1.14,1.58,0.522,0.031,0.824,0.094,-0.378,3.093,0.108,0.013,0.094,89.94
555,Raphaël Varane,D,134,14,2021-12-02,Man Utd,Arsenal,1,,,0,0,0,0,0,0,0,1.353,2.507,1.603,1.449,1.58,1.26,0.247,0.119,1.135,0.064,-0.29,0.655,0.032,0.031,0.064,11.649
531,Reiss Nelson,M,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,0.16,0.158,0.206,0.0,0.0,0.0,0.037,0.061,0.0,0.041
83,Rico Henry,D,140,14,2021-12-02,Brentford,Spurs,1,0.0,0.0,0,0,0,0,2,90,1,1.556,1.599,1.416,1.235,1.14,1.58,0.59,0.053,0.824,0.381,-0.378,3.47,0.122,0.022,0.384,81.125
14,Rob Holding,D,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,1.877,0.0,0.824,0.0,-0.378,0.0,0.362,0.0,0.0,0.348
2,Rúnar Alex Rúnarsson,G,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
368,Ryan Sessegnon,D,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.0,0.077,1.279,0.0,-0.256,0.31,0.0,0.021,0.0,4.4
85,Saman Ghoddos,M,140,14,2021-12-02,Brentford,Spurs,1,,,0,0,0,0,0,0,0,1.556,1.599,1.416,1.235,1.14,1.58,0.23,0.218,0.206,0.0,0.0,1.061,0.057,0.09,0.0,24.637
285,Scott McTominay,M,134,14,2021-12-02,Man Utd,Arsenal,1,0.0,0.025,0,0,0,0,0,90,1,1.353,2.507,1.603,1.449,1.58,1.26,0.148,0.254,0.284,0.0,0.0,2.686,0.023,0.066,0.0,75.872
11,Sead Kolasinac,D,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,0.0,0.0,0.824,0.0,-0.378,0.0,0.0,0.0,0.0,0.304
358,Serge Aurier,D,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
81,Sergi Canós,M,140,14,2021-12-02,Brentford,Spurs,1,0.0,0.0,0,0,0,0,0,69,0,1.556,1.599,1.416,1.235,1.14,1.58,0.536,0.399,0.206,0.517,0.0,3.658,0.133,0.165,0.526,86.324
370,Sergio Reguilón,D,140,14,2021-12-02,Spurs,Brentford,1,0.07,0.843,0,1,3,1,0,90,12,1.416,1.235,1.556,1.599,1.58,1.14,1.186,0.317,1.279,0.364,-0.256,4.889,0.161,0.086,0.366,66.835
499,Shandon Baptiste,M,140,14,2021-12-02,Brentford,Spurs,1,0.0,0.0,0,0,0,0,0,34,1,1.556,1.599,1.416,1.235,1.14,1.58,0.044,0.027,0.206,0.0,0.0,0.455,0.011,0.011,0.0,9.733
369,Steven Bergwijn,M,140,14,2021-12-02,Spurs,Brentford,1,0.0,0.0,0,0,0,0,0,3,1,1.416,1.235,1.556,1.599,1.58,1.14,1.993,0.475,0.32,0.0,0.0,0.479,0.325,0.129,0.0,6.034
590,Takehiro Tomiyasu,D,134,14,2021-12-02,Arsenal,Man Utd,1,0.0,0.046,0,0,0,0,3,90,1,1.603,1.449,1.353,2.507,1.26,1.58,0.135,0.228,0.824,0.586,-0.378,3.395,0.026,0.088,0.6,89.708
375,Tanguy Ndombele,M,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.338,0.199,0.32,0.0,0.0,0.857,0.055,0.054,0.0,20.796
79,Tariqe Fosu-Henry,M,140,14,2021-12-02,Brentford,Spurs,1,,,0,0,0,0,0,0,0,1.556,1.599,1.416,1.235,1.14,1.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
15,Thomas Partey,M,134,14,2021-12-02,Arsenal,Man Utd,1,0.063,0.0,0,0,0,0,0,90,2,1.603,1.449,1.353,2.507,1.26,1.58,0.566,0.031,0.206,0.082,0.0,2.885,0.131,0.012,0.082,71.747
598,Tobi Omole,D,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
355,Toby Alderweireld,D,140,14,2021-12-02,Spurs,Brentford,1,,,0,0,0,0,0,0,0,1.416,1.235,1.556,1.599,1.58,1.14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
509,Tom Heaton,G,134,14,2021-12-02,Man Utd,Arsenal,1,,,0,0,0,0,0,0,0,1.353,2.507,1.603,1.449,1.58,1.26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
284,Victor Lindelöf,D,134,14,2021-12-02,Man Utd,Arsenal,1,0.013,0.0,0,0,0,0,2,90,1,1.353,2.507,1.603,1.449,1.58,1.26,0.0,0.389,1.135,0.0,-0.29,3.234,0.0,0.101,0.0,88.065
84,Vitaly Janelt,M,140,14,2021-12-02,Brentford,Spurs,1,0.0,0.04,0,0,0,0,0,69,2,1.556,1.599,1.416,1.235,1.14,1.58,0.359,0.121,0.206,0.126,0.0,2.811,0.089,0.05,0.126,67.917
27,William Saliba,D,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
3,Willian Borges Da Silva,M,134,14,2021-12-02,Arsenal,Man Utd,1,,,0,0,0,0,0,0,0,1.603,1.449,1.353,2.507,1.26,1.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
524,Yoane Wissa,M,140,14,2021-12-02,Brentford,Spurs,1,0.0,0.0,0,0,0,0,0,20,1,1.556,1.599,1.416,1.235,1.14,1.58,0.326,0.0,0.206,0.105,0.0,0.0,0.081,0.0,0.105,1.561
72,Aaron Connolly,F,146,15,2021-12-04,Brighton,Southampton,1,0.036,0.38,0,0,0,0,0,35,1,1.347,1.136,1.347,1.483,1.18,1.12,1.844,0.0,0.0,0.0,0.0,0.0,0.479,0.0,0.0,0.133
411,Aaron Cresswell,D,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.173,0.225,0.768,0.308,-0.397,2.461,0.037,0.096,0.309,46.8
575,Aaron Lennon,M,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,0.067,0.0,0.244,0.0,0.0,0.231,0.01,0.0,0.0,3.354
525,Adam Armstrong,F,146,15,2021-12-04,Southampton,Brighton,1,0.0,0.0,0,0,0,0,0,9,1,1.347,1.483,1.347,1.136,1.12,1.18,1.163,0.34,0.0,0.306,0.0,3.809,0.318,0.124,0.307,77.847
53,Adam Lallana,M,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.207,0.194,0.326,0.0,0.0,2.727,0.043,0.067,0.0,67.559
390,Adam Masina,D,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.022,0.105,0.297,0.0,-0.645,1.424,0.007,0.067,0.0,47.591
61,Adam Webster,D,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.012,0.0,1.305,0.0,-0.25,2.453,0.002,0.0,0.0,50.27
435,Adama Traoré,M,150,15,2021-12-04,Wolves,Liverpool,1,0.0,0.0,0,0,0,1,0,87,3,1.065,1.03,2.792,0.921,0.81,2.31,0.845,0.105,0.099,0.0,0.0,2.44,0.202,0.042,0.0,50.225
469,Adedapo Awokoya-Mebude,F,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
223,Adrián San Miguel del Castillo,G,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
589,Alex Kral,M,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
334,Alex McCarthy,G,146,15,2021-12-04,Southampton,Brighton,1,0.0,0.0,0,0,0,0,0,90,3,1.347,1.483,1.347,1.136,1.12,1.18,0.0,0.008,1.229,0.286,-0.267,3.256,0.0,0.003,0.287,90.0
227,Alex Oxlade-Chamberlain,M,150,15,2021-12-04,Liverpool,Wolves,1,0.0,0.0,0,0,0,0,0,8,1,2.792,0.921,1.065,1.03,2.31,0.81,0.218,0.12,0.445,0.164,0.0,1.474,0.048,0.044,0.164,31.936
74,Alexis Mac Allister,M,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.569,0.029,0.326,0.165,0.0,0.309,0.118,0.01,0.165,6.618
66,Alireza Jahanbakhsh,M,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
231,Alisson Ramses Becker,G,150,15,2021-12-04,Liverpool,Wolves,1,0.0,0.0,0,0,0,1,0,90,6,2.792,0.921,1.065,1.03,2.31,0.81,0.0,0.0,1.779,0.212,-0.162,3.829,0.0,0.0,0.212,88.32
307,Allan Saint-Maximin,F,145,15,2021-12-04,Newcastle,Burnley,1,0.105,0.186,0,0,0,0,0,90,2,1.065,1.948,1.21,1.525,1.41,1.48,0.815,0.839,0.0,0.477,0.0,4.131,0.14,0.192,0.483,84.089
489,Alphonse Areola,G,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
535,Andi Zeqiri,F,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
383,Andre Gray,F,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
133,Andreas Christensen,D,149,15,2021-12-04,Chelsea,West Ham,1,0.015,0.0,0,0,0,0,3,90,0,1.941,0.796,1.536,1.641,1.65,1.09,0.365,0.036,1.345,0.055,-0.242,3.203,0.065,0.013,0.055,51.415
444,Andreas Söndergaard,G,150,15,2021-12-04,Wolves,Liverpool,1,,,0,0,0,0,0,0,0,1.065,1.03,2.792,0.921,0.81,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
234,Andrew Robertson,D,150,15,2021-12-04,Liverpool,Wolves,1,0.0,0.014,0,0,0,1,0,90,5,2.792,0.921,1.065,1.03,2.31,0.81,0.027,0.895,1.779,0.494,-0.162,5.033,0.005,0.328,0.501,75.97
412,Andriy Yarmolenko,M,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.043,0.002,0.192,0.0,0.0,0.0,0.011,0.001,0.0,2.874
409,Angelo Ogbonna,D,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.262,0.0,0.768,0.222,-0.397,0.571,0.056,0.0,0.222,13.478
127,Antonio Rüdiger,D,149,15,2021-12-04,Chelsea,West Ham,1,0.03,0.171,0,0,0,0,3,90,1,1.941,0.796,1.536,1.641,1.65,1.09,0.483,0.095,1.345,0.309,-0.242,3.99,0.086,0.034,0.31,88.32
518,Armando Broja,F,146,15,2021-12-04,Southampton,Brighton,1,0.816,0.0,1,0,2,0,0,80,8,1.347,1.483,1.347,1.136,1.12,1.18,0.424,0.011,0.0,0.236,0.0,1.87,0.116,0.004,0.236,41.378
417,Arthur Masuaku,D,149,15,2021-12-04,West Ham,Chelsea,1,0.01,0.0,1,0,0,0,0,45,7,1.536,1.641,1.941,0.796,1.09,1.65,0.0,0.0,0.768,0.0,-0.397,0.948,0.0,0.0,0.0,23.066
105,Ashley Barnes,F,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,0.312,0.145,0.0,0.0,0.0,0.0,0.058,0.036,0.0,2.453
395,Ashley Fletcher,F,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.644,0.0,0.0,0.0,0.0,0.264,0.307,0.0,0.0,5.061
107,Ashley Westwood,M,145,15,2021-12-04,Burnley,Newcastle,1,0.0,0.127,0,0,0,0,0,90,2,1.21,1.525,1.065,1.948,1.48,1.41,0.094,1.258,0.244,0.137,0.0,3.36,0.014,0.312,0.137,53.869
259,Aymeric Laporte,D,148,15,2021-12-04,Man City,Watford,1,0.355,0.101,0,0,0,0,0,90,2,2.193,0.645,1.553,1.627,2.6,0.74,0.782,0.02,1.908,0.027,-0.143,3.216,0.1,0.005,0.027,40.948
394,Ayotomiwa Dele-Bashiru,M,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
117,Bailey Peacock-Farrell,G,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
248,Ben Davies,D,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.606,0.005,1.779,0.0,-0.162,3.383,0.111,0.002,0.0,46.464
376,Ben Foster,G,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.016,0.297,0.306,-0.645,0.987,0.0,0.01,0.307,31.856
425,Ben Johnson,D,149,15,2021-12-04,West Ham,Chelsea,1,0.0,0.0,0,0,0,0,2,45,0,1.536,1.641,1.941,0.796,1.09,1.65,0.037,0.035,0.768,0.052,-0.397,2.496,0.008,0.015,0.052,87.482
106,Ben Mee,D,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,1.566,0.004,0.977,0.0,-0.331,4.215,0.194,0.001,0.0,80.855
401,Ben Wilmot,D,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
553,Ben Woodburn,M,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
135,Benjamin Chilwell,D,149,15,2021-12-04,Chelsea,West Ham,1,,,0,0,0,0,0,0,0,1.941,0.796,1.536,1.641,1.65,1.09,1.985,0.522,1.345,0.32,-0.242,2.965,0.354,0.186,0.321,30.888
253,Benjamin Mendy,D,148,15,2021-12-04,Man City,Watford,1,,,0,0,0,0,0,0,0,2.193,0.645,1.553,1.627,2.6,0.74,0.0,1.13,1.908,0.055,-0.143,0.0,0.0,0.289,0.055,0.102
68,Bernardo Fernandes Da Silva Junior,D,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
261,Bernardo Mota Veiga de Carvalho e Silva,M,148,15,2021-12-04,Man City,Watford,1,0.237,0.584,2,0,3,0,0,90,15,2.193,0.645,1.553,1.627,2.6,0.74,2.033,0.63,0.477,0.846,0.0,5.986,0.312,0.161,0.903,89.758
534,Bobby Thomas,D,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
140,Callum Hudson-Odoi,M,149,15,2021-12-04,Chelsea,West Ham,1,0.0,0.132,0,0,0,0,0,26,1,1.941,0.796,1.536,1.641,1.65,1.09,0.874,0.662,0.336,0.0,0.0,3.098,0.187,0.236,0.0,46.266
296,Callum Wilson,F,145,15,2021-12-04,Newcastle,Burnley,1,0.387,0.127,1,0,3,0,0,90,9,1.065,1.948,1.21,1.525,1.41,1.48,2.592,0.166,0.0,0.725,0.0,5.483,0.447,0.038,0.756,87.506
242,Caoimhin Kelleher,G,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.0,0.0,1.779,0.0,-0.162,0.0,0.0,0.0,0.0,1.68
119,César Azpilicueta,D,149,15,2021-12-04,Chelsea,West Ham,1,,,0,0,0,0,0,0,0,1.941,0.796,1.536,1.641,1.65,1.09,0.342,0.367,1.345,0.084,-0.242,1.948,0.061,0.131,0.084,31.176
113,Charlie Taylor,D,145,15,2021-12-04,Burnley,Newcastle,1,0.0,0.0,0,0,0,0,0,90,2,1.21,1.525,1.065,1.948,1.48,1.41,0.04,0.274,0.977,0.811,-0.331,3.771,0.005,0.068,0.86,87.201
345,Che Adams,F,146,15,2021-12-04,Southampton,Brighton,1,0.222,0.267,0,0,0,0,0,90,2,1.347,1.483,1.347,1.136,1.12,1.18,0.677,0.313,0.0,0.967,0.0,3.957,0.185,0.114,1.066,69.359
548,Chem Campbell,M,150,15,2021-12-04,Wolves,Liverpool,1,,,0,0,0,0,0,0,0,1.065,1.03,2.792,0.921,0.81,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
109,Chris Wood,F,145,15,2021-12-04,Newcastle,Burnley,1,0.0,0.041,0,0,0,0,0,90,2,1.065,1.948,1.21,1.525,1.41,1.48,,,,,,,,,,
384,Christian Kabasele,D,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.947,0.0,0.297,0.0,-0.645,0.0,0.301,0.0,0.0,0.442
549,Christian Marques,D,150,15,2021-12-04,Wolves,Liverpool,1,,,0,0,0,0,0,0,0,1.065,1.03,2.792,0.921,0.81,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
137,Christian Pulisic,M,149,15,2021-12-04,Chelsea,West Ham,1,0.077,0.0,0,0,0,0,0,18,1,1.941,0.796,1.536,1.641,1.65,1.09,1.995,0.062,0.336,0.0,0.0,3.075,0.427,0.022,0.0,43.45
293,Ciaran Clark,D,145,15,2021-12-04,Newcastle,Burnley,1,,,0,0,0,0,0,0,0,1.065,1.948,1.21,1.525,1.41,1.48,0.769,0.087,0.911,0.102,-0.351,2.111,0.088,0.02,0.102,35.374
615,Cieran Slicker,G,148,15,2021-12-04,Man City,Watford,1,,,0,0,0,0,0,0,0,2.193,0.645,1.553,1.627,2.6,0.74,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
507,Cole Palmer,M,148,15,2021-12-04,Man City,Watford,1,,,0,0,0,0,0,0,0,2.193,0.645,1.553,1.627,2.6,0.74,0.274,0.262,0.477,0.0,0.0,0.603,0.042,0.067,0.0,12.421
585,Connor Roberts,D,145,15,2021-12-04,Burnley,Newcastle,1,0.0,0.0,0,0,0,0,0,15,1,1.21,1.525,1.065,1.948,1.48,1.41,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
626,Conor Bradley,D,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
429,Conor Coady,D,150,15,2021-12-04,Wolves,Liverpool,1,0.0,0.0,0,0,0,0,0,90,2,1.065,1.03,2.792,0.921,0.81,2.31,0.251,0.0,0.397,0.319,-0.571,2.395,0.05,0.0,0.32,89.994
522,Conor Coventry,M,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
379,Craig Cathcart,D,148,15,2021-12-04,Watford,Man City,1,0.0,0.0,0,0,0,0,3,90,0,1.553,1.627,2.193,0.645,0.74,2.6,0.006,0.082,0.297,0.0,-0.645,1.74,0.002,0.052,0.0,88.694
414,Craig Dawson,D,149,15,2021-12-04,West Ham,Chelsea,1,0.119,0.0,0,0,0,0,2,90,1,1.536,1.641,1.941,0.796,1.09,1.65,0.211,0.009,0.768,0.0,-0.397,2.591,0.045,0.004,0.0,77.223
244,Curtis Jones,M,150,15,2021-12-04,Liverpool,Wolves,1,,,0,0,0,0,0,0,0,2.792,0.921,1.065,1.03,2.31,0.81,0.191,0.057,0.445,0.117,0.0,0.281,0.042,0.021,0.117,7.932
102,Dale Stephens,M,145,15,2021-12-04,Burnley,Newcastle,1,,,0,0,0,0,0,0,0,1.21,1.525,1.065,1.948,1.48,1.41,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
378,Dan Gosling,M,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.027
389,Daniel Bachmann,G,148,15,2021-12-04,Watford,Man City,1,0.0,0.0,0,0,0,0,3,90,4,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.297,0.0,-0.645,1.652,0.0,0.0,0.0,58.144
438,Daniel Castelo Podence,M,150,15,2021-12-04,Wolves,Liverpool,1,,,0,0,0,0,0,0,0,1.065,1.03,2.792,0.921,0.81,2.31,0.096,0.261,0.099,0.0,0.0,0.491,0.023,0.104,0.0,14.599
344,Daniel N'Lundulu,F,146,15,2021-12-04,Southampton,Brighton,1,,,0,0,0,0,0,0,0,1.347,1.483,1.347,1.136,1.12,1.18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
377,Danny Rose,D,148,15,2021-12-04,Watford,Man City,1,0.0,0.0,0,0,0,0,3,70,0,1.553,1.627,2.193,0.645,0.74,2.6,0.069,0.096,0.297,0.0,-0.645,1.272,0.022,0.061,0.0,42.849
447,Danny Welbeck,F,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.258,0.032,0.0,0.081,0.0,0.0,0.067,0.011,0.081,0.979
407,Darren Randolph,G,149,15,2021-12-04,West Ham,Chelsea,1,,,0,0,0,0,0,0,0,1.536,1.641,1.941,0.796,1.09,1.65,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
57,Davy Pröpper,M,146,15,2021-12-04,Brighton,Southampton,1,,,0,0,0,0,0,0,0,1.347,1.136,1.347,1.483,1.18,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
421,Declan Rice,M,149,15,2021-12-04,West Ham,Chelsea,1,0.0,0.0,0,0,0,0,0,90,2,1.536,1.641,1.941,0.796,1.09,1.65,0.09,0.131,0.192,0.292,0.0,2.705,0.023,0.056,0.293,90.0
240,Diogo Jota,M,150,15,2021-12-04,Liverpool,Wolves,1,0.705,0.045,0,0,0,1,0,81,3,2.792,0.921,1.065,1.03,2.31,0.81,3.23,0.614,0.445,0.358,0.0,6.647,0.713,0.225,0.36,76.771
235,Divock Origi,F,150,15,2021-12-04,Liverpool,Wolves,1,0.702,0.0,1,0,3,0,0,22,8,2.792,0.921,1.065,1.03,2.31,0.81,0.051,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1.218
397,Domingos Quina,M,148,15,2021-12-04,Watford,Man City,1,,,0,0,0,0,0,0,0,1.553,1.627,2.193,0.645,0.74,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
300,Dwight Gayle,F,145,15,2021-12-04,Newcastle,Burnley,1,,,0,0,0,0,0,0,0,1.065,1.948,1.21,1.525,1.41,1.48,0.047,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.279
118,Dwight McNeil,M,145,15,2021-12-04,Burnley,Newcastle,1,0.06,0.097,0,0,0,0,0,90,2,1.21,1.525,1.065,1.948,1.48,1.41,0.215,0.557,0.244,0.021,0.0,3.037,0.032,0.138,0.021,89.929
257,Ederson Santana de Moraes,G,148,15,2021-12-04,Man City,Watford,1,0.0,0.0,0,0,0,0,0,90,3,2.193,0.645,1.553,1.627,2.6,0.74,0.0,0.0,1.908,0.054,-0.143,3.82,0.0,0.0,0.054,88.32
143,Edouard Mendy,G,149,15,2021-12-04,Chelsea,West Ham,1,0.0,0.0,0,0,0,0,3,90,1,1.941,0.796,1.536,1.641,1.65,1.09,0.0,0.0,1.345,0.088,-0.242,3.191,0.0,0.0,0.088,89.637
609,Elliot Anderson,M,145,15,2021-12-04,Newcastle,Burnley,1,,,0,0,0,0,0,0,0,1.065,1.948,1.21,1.525,1.41,1.48,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
