,0,1,2,3,4,5,6
570,,,0.0,0.938,-0.334,0.0,
571,,,0.0,0.938,-0.334,0.0,
572,1.507,0.064,0.0,0.235,0.0,1.0,2.806
573,,,0.0,0.3,-0.278,0.0,
574,0.0,0.0,0.0,1.058,-0.239,1.0,1.819
575,,,0.0,0.695,-0.264,0.0,
576,,,0.0,0.075,0.0,0.0,
577,,,,1.058,-0.239,0.0,
578,0.0,0.0,0.0,0.174,0.0,1.0,1.174
579,0.0,0.0,0.0,0.816,-0.477,2.0,2.338
580,0.0,0.0,0.0,1.058,-0.239,2.0,2.819
581,,,0.0,0.264,0.0,0.0,
582,0.0,0.022,0.0,0.084,0.0,1.0,1.106
583,0.0,0.0,0.0,0.264,0.0,1.0,1.264
584,,,0.0,0.3,-0.278,0.0,
585,0.257,0.046,0.0,0.174,0.0,2.0,2.477
586,0.234,0.202,0.0,0.432,0.0,2.0,2.867
587,,,0.0,1.058,-0.239,0.0,
588,0.0,0.047,0.0,0.0,0.0,1.0,1.047
589,0.0,1.859,0.92,0.0,0.0,2.0,4.779
590,0.0,0.0,0.0,0.816,-0.477,2.0,2.338
591,0.0,0.0,0.0,1.158,-0.868,2.0,2.289
592,0.0,0.025,0.0,0.335,-0.259,2.0,2.102
593,,,0.0,0.289,0.0,0.0,
594,1.522,0.0,1.27,0.432,0.0,1.0,4.223
595,0.0,0.0,0.0,0.938,-0.334,2.0,2.604
596,0.024,0.055,0.0,0.3,-0.278,2.0,2.101
597,,,0.0,0.273,0.0,0.0,
598,0.096,0.0,0.0,0.235,0.0,2.0,2.33
599,1.21,1.67,1.27,0.0,0.0,2.0,6.15
600,0.0,0.0,0.0,0.204,0.0,1.0,1.204
601,1.796,0.0,0.0,0.816,-0.477,2.0,4.134
602,0.014,0.371,0.0,0.075,0.0,2.0,2.46
603,0.172,0.0,1.353,0.235,0.0,2.0,3.76
604,0.0,0.182,0.0,0.235,0.0,2.0,2.416
605,0.0,1.039,0.92,2.525,-0.506,2.0,5.978
606,0.283,0.0,0.0,0.084,0.0,2.0,2.367
607,,,0.0,0.938,-0.334,0.0,
608,0.557,0.0,0.0,0.289,0.0,1.0,1.846
609,,,0.0,0.273,0.0,0.0,
610,0.0,0.0,0.0,0.0,0.0,1.0,1.0
611,1.701,0.461,1.27,0.0,0.0,2.0,5.432
612,2.988,0.05,0.0,0.631,0.0,2.0,5.669
613,,,0.0,0.235,0.0,0.0,
614,,,0.0,1.158,-0.868,0.0,
615,0.462,0.0,0.0,2.006,-0.43,2.0,4.039
616,,,0.0,0.326,0.0,0.0,
617,0.21,0.157,0.0,0.264,0.0,2.0,2.632
618,,,0.0,2.006,-0.43,0.0,
619,,,0.0,0.816,-0.477,0.0,
620,2.901,0.0,0.0,0.0,0.0,2.0,4.901
621,0.074,0.0,0.0,0.0,0.0,1.0,1.074
622,0.885,0.581,0.0,0.502,0.0,2.0,3.968
623,0.0,0.0,0.0,0.502,0.0,1.0,1.502
624,0.0,0.0,0.0,1.09,-0.11,2.0,2.98
625,0.443,1.516,0.0,0.0,0.0,2.0,3.959
626,0.37,0.0,0.0,0.204,0.0,2.0,2.574
627,0.0,0.0,0.0,1.09,-0.11,1.0,1.98
628,0.076,0.783,0.0,0.075,0.0,2.0,2.934
629,,,,1.09,-0.11,0.0,
630,0.174,0.574,0.0,0.695,-0.264,2.0,3.179
631,,,0.0,0.0,0.0,0.0,
632,0.0,0.0,0.0,1.09,-0.11,2.0,2.98
633,,,0.0,0.084,0.0,0.0,
634,0.0,0.14,0.0,0.432,0.0,1.0,1.572
635,0.0,0.0,0.0,0.502,0.0,1.0,1.502
636,,,0.0,0.0,0.0,0.0,
637,0.0,0.0,0.0,0.432,0.0,2.0,2.432
638,,,0.0,2.006,-0.43,0.0,
639,,,0.0,0.0,0.0,0.0,
640,,,0.0,0.326,0.0,0.0,
641,1.014,0.026,0.0,0.695,-0.264,2.0,3.471
642,0.0,0.0,0.0,1.09,-0.11,2.0,2.98
643,0.198,0.389,0.0,0.273,0.0,2.0,2.859
644,0.755,1.331,1.27,0.264,0.0,2.0,5.619
645,0.132,1.845,0.0,0.273,0.0,1.0,3.25
646,,,0.0,0.502,0.0,0.0,
647,0.0,0.0,0.0,0.264,0.0,2.0,2.264
648,,,0.0,0.326,0.0,0.0,
649,0.0,0.0,0.0,2.525,-0.506,1.0,3.019
650,0.0,0.085,0.0,0.084,0.0,2.0,2.169
651,0.139,0.247,0.0,1.158,-0.868,2.0,2.676
652,0.0,0.744,1.353,0.084,0.0,2.0,4.181
653,0.243,0.951,0.92,0.432,0.0,2.0,4.545
654,,,,0.3,-0.278,0.0,
655,0.0,0.0,0.0,0.326,0.0,2.0,2.326
656,,,0.0,0.273,0.0,0.0,
657,2.526,0.0,0.0,0.326,0.0,2.0,4.852
658,0.0,0.0,0.0,1.158,-0.868,2.0,2.289
659,3.323,0.692,0.0,0.273,0.0,2.0,6.288
660,,,0.0,0.631,0.0,0.0,
661,0.0,0.0,0.0,0.695,-0.264,2.0,2.431
662,,,0.0,0.264,0.0,0.0,
663,0.0,0.0,0.0,2.006,-0.43,2.0,3.577
664,0.809,0.0,0.0,0.335,-0.259,2.0,2.885
665,0.0,0.278,0.0,0.174,0.0,2.0,2.452
666,,,0.0,0.264,0.0,0.0,
667,0.0,0.731,0.0,0.326,0.0,2.0,3.058
668,0.0,0.776,0.0,1.727,-0.276,2.0,4.227
669,2.196,0.0,0.0,0.326,0.0,1.0,3.522
670,,,0.0,0.174,0.0,0.0,
671,,,0.0,0.631,0.0,0.0,
672,0.095,0.334,0.0,1.158,-0.868,2.0,2.719
673,0.457,0.0,0.0,0.695,-0.264,2.0,2.888
674,,,0.0,0.335,-0.259,0.0,
675,0.227,0.0,0.92,0.0,0.0,1.0,2.147
676,0.0,0.371,0.0,0.0,0.0,1.0,1.371
677,,,0.0,1.727,-0.276,0.0,
678,0.0,0.0,0.0,2.525,-0.506,2.0,4.019
679,0.0,0.281,0.0,0.0,0.0,2.0,2.281
680,,,0.0,0.289,0.0,0.0,
681,0.0,0.0,0.0,0.235,0.0,1.0,1.235
682,3.974,0.0,0.0,0.631,0.0,2.0,6.605
683,,,0.0,0.264,0.0,0.0,
684,0.0,0.802,0.0,0.502,0.0,2.0,3.303
685,,,0.0,0.432,0.0,0.0,
686,0.0,0.0,0.0,1.305,-0.276,2.0,3.03
687,0.0,0.0,0.0,1.058,-0.239,2.0,2.819
688,,,0.0,0.0,0.0,0.0,
689,,,0.0,0.0,0.0,0.0,
690,,,,1.09,-0.11,0.0,
691,,,0.0,0.695,-0.264,0.0,
692,0.345,0.0,0.0,1.727,-0.276,2.0,3.796
693,0.133,0.0,0.0,0.0,0.0,2.0,2.133
694,,,0.0,0.289,0.0,0.0,
695,0.198,0.0,0.0,0.273,0.0,1.0,1.47
696,,,0.0,2.006,-0.43,0.0,
697,,,0.0,1.058,-0.239,0.0,
698,0.532,0.0,0.0,0.0,0.0,1.0,1.532
699,0.0,0.0,0.0,0.075,0.0,2.0,2.075
700,,,0.0,0.0,0.0,0.0,
701,1.438,3.07,1.27,0.502,0.0,2.0,8.279
702,,,0.0,0.695,-0.264,0.0,
703,0.513,0.466,0.0,2.006,-0.43,2.0,4.555
704,,,0.0,1.305,-0.276,0.0,
705,,,0.0,1.305,-0.276,0.0,
706,,,0.0,0.0,0.0,0.0,
707,,,0.0,0.289,0.0,0.0,
708,,,0.0,1.727,-0.276,0.0,
709,0.21,0.0,0.0,0.289,0.0,2.0,2.499
710,0.0,0.073,0.0,0.204,0.0,2.0,2.277
711,1.005,0.0,0.0,0.361,0.0,2.0,3.366
712,,,0.0,0.0,0.0,0.0,
713,,,0.0,0.849,-0.532,0.0,
