player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,minutes,npxG,xA,bonus,price,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,minutes_xP,xP,goal_points,assist_points,bonus_points,cs_points,concede_points,minutes_points,total_points,avg_npxG,avg_xA,avg_bonus,avg_minutes
Alex McCarthy,G,4,1,2021-08-14,Southampton,Everton,1,90,0.0,0.0,0,4.5,,,,,1.08,1.56,,,,0.841,,0.0,,0,0,0,0,-3,2,2,,,,
Bertrand Traoré,M,8,1,2021-08-14,Aston Villa,Watford,1,18,0.077,0.0,0,6.0,,,,,1.45,1.19,,,,0.304,,0.0,,0,3,0,0,0,1,4,,,,
Oriol Romeu Vidal,M,4,1,2021-08-14,Southampton,Everton,1,79,0.026,0.0,0,4.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,2,2,,,,
Armando Broja,F,4,1,2021-08-14,Southampton,Everton,1,0,,,0,5.0,,,,,1.08,1.56,,,,0.0,,0.0,,0,0,0,0,0,0,0,,,,
Nathan Redmond,M,4,1,2021-08-14,Southampton,Everton,1,7,0.0,0.0,0,6.0,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,1,1,,,,
Danny Ings,F,8,1,2021-08-14,Aston Villa,Watford,1,90,0.0,0.0,1,8.0,,,,,1.45,1.19,,,,0.0,,0.0,,4,0,1,0,0,2,7,,,,
Jack Stephens,D,4,1,2021-08-14,Southampton,Everton,1,90,0.0,0.0,0,4.5,,,,,1.08,1.56,,,,0.841,,0.0,,0,0,0,0,-3,2,1,,,,
Stuart Armstrong,M,4,1,2021-08-14,Southampton,Everton,1,0,,,0,6.0,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,0,0,,,,
Jannik Vestergaard,D,5,1,2021-08-14,Leicester,Wolves,1,28,0.0,0.0,0,5.0,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,0,0,1,1,,,,
Emiliano Martínez,G,8,1,2021-08-14,Aston Villa,Watford,1,90,0.0,0.0,0,5.5,,,,,1.45,1.19,,,,1.217,,0.0,,0,0,0,0,-3,2,2,,,,
Mohamed Elyounoussi,M,4,1,2021-08-14,Southampton,Everton,1,0,,,0,5.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,0,0,,,,
José Diogo Dalot Teixeira,D,6,1,2021-08-14,Man Utd,Leeds,1,0,,,0,4.5,,,,,2.06,0.94,,,,1.563,,0.0,,0,0,0,0,0,0,0,,,,
Kevin Long,D,2,1,2021-08-14,Burnley,Brighton,1,0,,,0,4.0,,,,,1.19,1.31,,,,1.079,,0.0,,0,0,0,0,0,0,0,,,,
Kyle Walker-Peters,D,4,1,2021-08-14,Southampton,Everton,1,0,,,0,5.0,,,,,1.08,1.56,,,,0.841,,0.0,,0,0,0,0,0,0,0,,,,
Jan Bednarek,D,4,1,2021-08-14,Southampton,Everton,1,0,,,0,4.5,,,,,1.08,1.56,,,,0.841,,0.0,,0,0,0,0,0,0,0,,,,
Che Adams,F,4,1,2021-08-14,Southampton,Everton,1,90,0.0,0.361,0,7.0,,,,,1.08,1.56,,,,0.0,,0.0,,0,3,0,0,0,2,5,,,,
Nathan Tella,M,4,1,2021-08-14,Southampton,Everton,1,10,0.0,0.0,0,5.0,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,1,1,,,,
Joshua Sargent,F,7,1,2021-08-14,Norwich,Liverpool,1,13,0.046,0.0,0,5.5,,,,,0.84,2.2,,,,0.0,,0.0,,0,0,0,0,0,1,1,,,,
Jed Steer,G,8,1,2021-08-14,Aston Villa,Watford,1,0,,,0,4.0,,,,,1.45,1.19,,,,1.217,,0.0,,0,0,0,0,0,0,0,,,,
William Smallbone,M,4,1,2021-08-14,Southampton,Everton,1,0,,,0,4.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,0,0,,,,
Ibrahima Diallo,M,4,1,2021-08-14,Southampton,Everton,1,10,0.059,0.0,0,4.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,1,1,,,,
Moussa Djenepo,M,4,1,2021-08-14,Southampton,Everton,1,90,0.0,0.0,0,5.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,2,2,,,,
Mohammed Salisu,D,4,1,2021-08-14,Southampton,Everton,1,90,0.075,0.0,0,4.5,,,,,1.08,1.56,,,,0.841,,0.0,,0,0,0,0,-3,2,1,,,,
Bali Mumba,D,7,1,2021-08-14,Norwich,Liverpool,1,0,,,0,4.0,,,,,0.84,2.2,,,,0.443,,0.0,,0,0,0,0,0,0,0,,,,
Aaron Connolly,F,2,1,2021-08-14,Brighton,Burnley,1,0,,,0,5.5,,,,,1.31,1.19,,,,0.0,,0.0,,0,0,0,0,0,0,0,,,,
Dale Stephens,M,2,1,2021-08-14,Burnley,Brighton,1,0,,,0,4.5,,,,,1.19,1.31,,,,0.27,,0.0,,0,0,0,0,0,0,0,,,,
James Ward-Prowse,M,4,1,2021-08-14,Southampton,Everton,1,90,0.0,0.073,0,6.5,,,,,1.08,1.56,,,,0.21,,0.0,,0,0,0,0,0,2,2,,,,
Chem Campbell,M,5,1,2021-08-14,Wolves,Leicester,1,0,,,0,4.5,,,,,0.95,1.65,,,,0.192,,0.0,,0,0,0,0,0,0,0,,,,
Curtis Jones,M,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,0,0,0,0,,,,
Ibrahima Konaté,D,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.5,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,0,0,0,0,,,,
Luka Milivojevic,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,5.5,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,0,0,,,,
Adam Webster,D,2,1,2021-08-14,Brighton,Burnley,1,90,0.0,0.0,0,4.5,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,-1,2,2,,,,
Jordan Ayew,F,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.03,0.137,0,6.0,,,,,0.55,2.23,,,,0.0,,0.0,,0,0,0,0,0,2,2,,,,
Wilfried Zaha,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.137,0.0,0,7.0,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,2,2,,,,
Jeffrey Schlupp,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,56,0.119,0.0,0,5.5,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,1,1,,,,
Jack Butland,G,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,0,0,0,,,,
Jairo Riedewald,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,76,0.0,0.0,0,5.0,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,2,2,,,,
Jean-Philippe Mateta,F,3,1,2021-08-14,Crystal Palace,Chelsea,1,56,0.0,0.0,0,5.5,,,,,0.55,2.23,,,,0.0,,0.0,,0,0,0,0,0,1,1,,,,
Eberechi Eze,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,6.0,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,0,0,,,,
Solomon March,M,2,1,2021-08-14,Brighton,Burnley,1,90,0.052,0.075,0,5.5,,,,,1.31,1.19,,,,0.304,,0.0,,0,0,0,0,0,2,2,,,,
Nathan Ferguson,D,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,0,0,0,,,,
Tyrick Mitchell,D,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.0,0.0,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,-3,2,1,,,,
Tariq Lamptey,D,2,1,2021-08-14,Brighton,Burnley,1,0,,,0,4.5,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,0,0,0,,,,
Cheikhou Kouyaté,D,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.0,0.0,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,-3,2,1,,,,
Fabian Delph,M,4,1,2021-08-14,Everton,Southampton,1,0,,,0,4.5,,,,,1.56,1.08,,,,0.34,,0.0,,0,0,0,0,0,0,0,,,,
Michael Keane,D,4,1,2021-08-14,Everton,Southampton,1,90,0.08,0.15,0,5.0,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,-1,2,2,,,,
Jordan Pickford,G,4,1,2021-08-14,Everton,Southampton,1,90,0.0,0.0,0,5.0,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,-1,2,2,,,,
Allan Marques Loureiro,M,4,1,2021-08-14,Everton,Southampton,1,90,0.035,0.0,0,4.5,,,,,1.56,1.08,,,,0.34,,0.0,,0,0,0,0,0,2,2,,,,
André Filipe Tavares Gomes,M,4,1,2021-08-14,Everton,Southampton,1,0,,,0,5.0,,,,,1.56,1.08,,,,0.34,,0.0,,0,0,0,0,0,0,0,,,,
Lewis Dunk,D,2,1,2021-08-14,Brighton,Burnley,1,90,0.0,0.0,0,5.0,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,-1,2,2,,,,
Abdoulaye Doucouré,M,4,1,2021-08-14,Everton,Southampton,1,90,0.063,0.0,2,5.5,,,,,1.56,1.08,,,,0.34,,0.0,,5,0,2,0,0,2,8,,,,
Alex Iwobi,M,4,1,2021-08-14,Everton,Southampton,1,20,0.552,0.039,0,6.0,,,,,1.56,1.08,,,,0.34,,0.0,,0,3,0,0,0,1,4,,,,
Yerry Mina,D,4,1,2021-08-14,Everton,Southampton,1,7,0.0,0.0,0,5.0,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,0,1,1,,,,
Tom Davies,M,4,1,2021-08-14,Everton,Southampton,1,0,,,0,5.0,,,,,1.56,1.08,,,,0.34,,0.0,,0,0,0,0,0,0,0,,,,
Dominic Calvert-Lewin,F,4,1,2021-08-14,Everton,Southampton,1,90,1.0,0.0,1,8.0,,,,,1.56,1.08,,,,0.0,,0.0,,4,0,1,0,0,2,7,,,,
Mason Holgate,D,4,1,2021-08-14,Everton,Southampton,1,90,0.0,0.0,0,4.5,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,-1,2,2,,,,
Ben Godfrey,D,4,1,2021-08-14,Everton,Southampton,1,0,,,0,5.0,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,0,0,0,,,,
Richarlison de Andrade,F,4,1,2021-08-14,Everton,Southampton,1,88,0.554,1.022,3,7.5,,,,,1.56,1.08,,,,0.0,,0.0,,4,3,3,0,0,2,11,,,,
Seamus Coleman,D,4,1,2021-08-14,Everton,Southampton,1,90,0.0,0.082,0,5.0,,,,,1.56,1.08,,,,1.358,,0.0,,0,0,0,0,-1,2,2,,,,
Liam Cooper,D,6,1,2021-08-14,Leeds,Man Utd,1,90,0.0,0.018,0,4.5,,,,,0.94,2.06,,,,0.51,,0.0,,0,0,0,0,-5,2,-1,,,,
Nick Pope,G,2,1,2021-08-14,Burnley,Brighton,1,90,0.0,0.0,0,5.5,,,,,1.19,1.31,,,,1.079,,0.0,,0,0,0,0,-2,2,2,,,,
James McArthur,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.0,0.066,0,4.5,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,2,2,,,,
Thiago Emiliano da Silva,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.5,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,0,0,0,0,,,,
Josh Brownhill,M,2,1,2021-08-14,Burnley,Brighton,1,11,0.0,0.021,0,4.5,,,,,1.19,1.31,,,,0.27,,0.0,,0,0,0,0,0,1,1,,,,
Marcos Alonso,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,85,0.187,0.176,3,5.5,,,,,2.23,0.55,,,,2.308,,0.0,,6,0,3,4,0,2,15,,,,
Jorge Luiz Frello Filho,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.0,0.076,0,6.0,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,1,0,2,3,,,,
Ross Barkley,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,0,0,,,,
Mateo Kovacic,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.038,0.049,0,5.0,,,,,2.23,0.55,,,,0.577,,0.0,,0,3,0,1,0,2,6,,,,
Antonio Rüdiger,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.0,0.0,0,5.5,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,4,0,2,6,,,,
Kepa Arrizabalaga,G,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.0,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,0,0,0,0,,,,
Leandro Trossard,M,2,1,2021-08-14,Brighton,Burnley,1,75,0.076,0.0,0,6.5,,,,,1.31,1.19,,,,0.304,,0.0,,0,0,0,0,0,2,2,,,,
N'Golo Kanté,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.0,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,0,0,,,,
Hakim Ziyech,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,7.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,0,0,,,,
Ruben Loftus-Cheek,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,0,0,,,,
Andreas Christensen,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.0,0.0,1,5.0,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,1,4,0,2,7,,,,
Christian Benteke,F,3,1,2021-08-14,Crystal Palace,Chelsea,1,33,0.036,0.0,0,6.5,,,,,0.55,2.23,,,,0.0,,0.0,,0,0,0,0,0,1,1,,,,
Timo Werner,F,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.129,0.022,0,9.0,,,,,2.23,0.55,,,,0.0,,0.0,,0,0,0,0,0,2,2,,,,
Benjamin Chilwell,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,6.0,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,0,0,0,0,,,,
Christian Pulisic,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,81,0.638,0.0,0,8.0,,,,,2.23,0.55,,,,0.577,,0.0,,5,0,0,1,0,2,8,,,,
Neal Maupay,F,2,1,2021-08-14,Brighton,Burnley,1,90,0.815,0.0,0,6.5,,,,,1.31,1.19,,,,0.0,,0.0,,4,0,0,0,0,2,5,,,,
Mason Mount,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.147,0.0,0,7.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,3,0,1,0,2,6,,,,
Callum Hudson-Odoi,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,0,,,0,5.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,0,0,,,,
Kai Havertz,M,3,1,2021-08-14,Chelsea,Crystal Palace,1,8,0.0,0.0,0,8.5,,,,,2.23,0.55,,,,0.577,,0.0,,0,0,0,0,0,1,1,,,,
Reece James,D,3,1,2021-08-14,Chelsea,Crystal Palace,1,23,0.0,0.0,0,5.5,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,0,0,1,1,,,,
Edouard Mendy,G,3,1,2021-08-14,Chelsea,Crystal Palace,1,90,0.0,0.0,0,6.0,,,,,2.23,0.55,,,,2.308,,0.0,,0,0,0,4,0,2,6,,,,
Conor Gallagher,M,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,5.5,,,,,0.55,2.23,,,,0.108,,0.0,,0,0,0,0,0,0,0,,,,
Billy Gilmour,M,7,1,2021-08-14,Norwich,Liverpool,1,90,0.0,0.0,0,4.5,,,,,0.84,2.2,,,,0.111,,0.0,,0,0,0,0,0,2,2,,,,
Joël Veltman,D,2,1,2021-08-14,Brighton,Burnley,1,0,,,0,4.5,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,0,0,0,,,,
Vicente Guaita,G,3,1,2021-08-14,Crystal Palace,Chelsea,1,90,0.0,0.0,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,-3,2,2,,,,
James Tomkins,D,3,1,2021-08-14,Crystal Palace,Chelsea,1,0,,,0,4.5,,,,,0.55,2.23,,,,0.43,,0.0,,0,0,0,0,0,0,0,,,,
Charlie Taylor,D,2,1,2021-08-14,Burnley,Brighton,1,90,0.0,0.008,0,4.5,,,,,1.19,1.31,,,,1.079,,0.0,,0,0,0,0,-2,2,1,,,,
Luke Ayling,D,6,1,2021-08-14,Leeds,Man Utd,1,90,0.053,0.0,0,4.5,,,,,0.94,2.06,,,,0.51,,0.0,,6,0,0,0,-5,2,6,,,,
Mateusz Klich,M,6,1,2021-08-14,Leeds,Man Utd,1,90,0.059,0.0,0,5.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,2,2,,,,
Shane Duffy,D,2,1,2021-08-14,Brighton,Burnley,1,90,0.064,0.0,0,4.0,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,-1,2,2,,,,
Luke Thomas,D,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.0,1,4.5,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,1,4,0,2,7,,,,
Wesley Fofana,D,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,4.5,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,0,0,0,0,,,,
James Milner,M,7,1,2021-08-14,Liverpool,Norwich,1,90,0.0,0.047,0,5.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,1,0,2,2,,,,
Jordan Henderson,M,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,0,0,0,0,,,,
Joel Matip,D,7,1,2021-08-14,Liverpool,Norwich,1,90,0.064,0.0,0,5.0,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,4,0,2,6,,,,
Jacob Ramsey,M,8,1,2021-08-14,Aston Villa,Watford,1,45,0.031,0.081,0,4.5,,,,,1.45,1.19,,,,0.304,,0.0,,0,0,0,0,0,1,1,,,,
Thiago Alcántara do Nascimento,M,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.5,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,0,0,0,0,,,,
Matthew Lowton,D,2,1,2021-08-14,Burnley,Brighton,1,90,0.0,0.024,0,4.5,,,,,1.19,1.31,,,,1.079,,0.0,,0,0,0,0,-2,2,1,,,,
Alex Oxlade-Chamberlain,M,7,1,2021-08-14,Liverpool,Norwich,1,60,0.03,0.0,0,6.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,1,0,2,3,,,,
Roberto Firmino,F,7,1,2021-08-14,Liverpool,Norwich,1,29,0.424,0.082,2,9.0,,,,,2.2,0.84,,,,0.0,,0.0,,4,0,2,0,0,1,7,,,,
Adam Forshaw,M,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,4.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,0,0,,,,
Virgil van Dijk,D,7,1,2021-08-14,Liverpool,Norwich,1,90,0.047,0.057,1,6.5,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,1,4,0,2,7,,,,
Sadio Mané,M,7,1,2021-08-14,Liverpool,Norwich,1,90,0.147,0.161,0,12.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,1,0,2,3,,,,
James Justin,D,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,5.0,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,0,0,0,0,,,,
Alisson Ramses Becker,G,7,1,2021-08-14,Liverpool,Norwich,1,90,0.0,0.0,0,6.0,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,4,0,2,7,,,,
Mohamed Salah,M,7,1,2021-08-14,Liverpool,Norwich,1,90,0.239,0.869,3,12.5,,,,,2.2,0.84,,,,0.432,,0.0,,5,6,3,1,0,2,17,,,,
Douglas Luiz Soares de Paulo,M,8,1,2021-08-14,Aston Villa,Watford,1,0,,,0,4.5,,,,,1.45,1.19,,,,0.304,,0.0,,0,0,0,0,0,0,0,,,,
Crysencio Summerville,M,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,4.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,0,0,,,,
Andrew Robertson,D,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,7.0,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,0,0,0,0,,,,
Robert Sánchez,G,2,1,2021-08-14,Brighton,Burnley,1,90,0.0,0.288,0,4.5,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,-1,2,2,,,,
Takumi Minamino,M,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.5,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,0,0,0,0,,,,
Trent Alexander-Arnold,D,7,1,2021-08-14,Liverpool,Norwich,1,90,0.071,0.129,0,7.5,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,4,0,2,6,,,,
Joseph Gomez,D,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,5.0,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,0,0,0,0,,,,
Sam Greenwood,F,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,4.5,,,,,0.94,2.06,,,,0.0,,0.0,,0,0,0,0,0,0,0,,,,
Naby Keita,M,7,1,2021-08-14,Liverpool,Norwich,1,82,0.0,0.222,0,5.0,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,1,0,2,3,,,,
Diogo Jota,M,7,1,2021-08-14,Liverpool,Norwich,1,60,0.607,0.0,0,7.5,,,,,2.2,0.84,,,,0.432,,0.0,,5,0,0,1,0,2,8,,,,
Caoimhin Kelleher,G,7,1,2021-08-14,Liverpool,Norwich,1,0,,,0,4.5,,,,,2.2,0.84,,,,1.727,,0.0,,0,0,0,0,0,0,0,,,,
Keinan Davis,F,8,1,2021-08-14,Aston Villa,Watford,1,0,,,0,4.5,,,,,1.45,1.19,,,,0.0,,0.0,,0,0,0,0,0,0,0,,,,
Fabio Henrique Tavares,M,7,1,2021-08-14,Liverpool,Norwich,1,29,0.0,0.0,0,5.5,,,,,2.2,0.84,,,,0.432,,0.0,,0,0,0,0,0,1,1,,,,
Çaglar Söyüncü,D,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.0,0,5.0,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,4,0,2,6,,,,
Ashley Young,D,8,1,2021-08-14,Aston Villa,Watford,1,90,0.016,0.057,0,5.0,,,,,1.45,1.19,,,,1.217,,0.0,,0,0,0,0,-3,2,1,,,,
Wilfred Ndidi,M,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.0,0,5.0,,,,,1.65,0.95,,,,0.387,,0.0,,0,0,0,1,0,2,3,,,,
Stuart Dallas,M,6,1,2021-08-14,Leeds,Man Utd,1,90,0.0,0.021,0,5.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,3,0,0,0,2,5,,,,
Patrick Bamford,F,6,1,2021-08-14,Leeds,Man Utd,1,76,0.105,0.023,0,8.0,,,,,0.94,2.06,,,,0.0,,0.0,,0,0,0,0,0,2,2,,,,
Diego Llorente,D,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,4.5,,,,,0.94,2.06,,,,0.51,,0.0,,0,0,0,0,0,0,0,,,,
Kalvin Phillips,M,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,5.0,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,0,0,,,,
Hélder Wander Sousa de Azevedo e Costa,M,6,1,2021-08-14,Leeds,Man Utd,1,21,0.018,0.0,0,5.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,1,1,,,,
Tyler Roberts,M,6,1,2021-08-14,Leeds,Man Utd,1,13,0.012,0.281,0,5.0,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,1,1,,,,
Robin Koch,D,6,1,2021-08-14,Leeds,Man Utd,1,90,0.0,0.0,0,4.5,,,,,0.94,2.06,,,,0.51,,0.0,,0,0,0,0,-5,2,0,,,,
Raphael Dias Belloli,M,6,1,2021-08-14,Leeds,Man Utd,1,90,0.304,0.105,0,6.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,2,1,,,,
Pascal Groß,M,2,1,2021-08-14,Brighton,Burnley,1,90,0.054,0.353,1,6.0,,,,,1.31,1.19,,,,0.304,,0.0,,0,3,1,0,0,2,6,,,,
Jamie Shackleton,M,6,1,2021-08-14,Leeds,Man Utd,1,0,,,0,4.5,,,,,0.94,2.06,,,,0.127,,0.0,,0,0,0,0,0,0,0,,,,
Matej Vydra,F,2,1,2021-08-14,Burnley,Brighton,1,5,0.024,0.0,0,5.5,,,,,1.19,1.31,,,,0.0,,0.0,,0,0,0,0,0,1,1,,,,
Pascal Struijk,D,6,1,2021-08-14,Leeds,Man Utd,1,90,0.0,0.0,0,4.5,,,,,0.94,2.06,,,,0.51,,0.0,,0,0,0,0,-5,2,0,,,,
Illan Meslier,G,6,1,2021-08-14,Leeds,Man Utd,1,90,0.0,0.0,0,5.0,,,,,0.94,2.06,,,,0.51,,0.0,,0,0,0,0,-5,2,1,,,,
Kasper Schmeichel,G,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.0,2,5.0,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,2,4,0,2,9,,,,
Jonny Evans,D,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,5.5,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,0,0,0,0,,,,
Marc Albrighton,M,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,5.5,,,,,1.65,0.95,,,,0.387,,0.0,,0,0,0,0,0,0,0,,,,
Jason Steele,G,2,1,2021-08-14,Brighton,Burnley,1,0,,,0,4.0,,,,,1.31,1.19,,,,1.217,,0.0,,0,0,0,0,0,0,0,,,,
Nampalys Mendy,M,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,4.5,,,,,1.65,0.95,,,,0.387,,0.0,,0,0,0,0,0,0,0,,,,
Jamie Vardy,F,5,1,2021-08-14,Leicester,Wolves,1,90,0.456,0.194,0,10.5,,,,,1.65,0.95,,,,0.0,,0.0,,4,0,0,0,0,2,5,,,,
Ricardo Domingos Barbosa Pereira,D,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.114,3,5.5,,,,,1.65,0.95,,,,1.547,,0.0,,0,3,3,4,0,2,12,,,,
Daniel Amartey,D,5,1,2021-08-14,Leicester,Wolves,1,90,0.0,0.0,0,4.0,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,4,0,2,6,,,,
Timothy Castagne,D,5,1,2021-08-14,Leicester,Wolves,1,0,,,0,5.5,,,,,1.65,0.95,,,,1.547,,0.0,,0,0,0,0,0,0,0,,,,
Youri Tielemans,M,5,1,2021-08-14,Leicester,Wolves,1,90,0.017,0.133,0,6.5,,,,,1.65,0.95,,,,0.387,,0.0,,0,0,0,1,0,2,3,,,,
