gw,date,name,position,minutes,bonus,points,npxG,xA,team,opponent
4.0,2021-09-13,Ashley Westwood,M,90,0.0,2.0,0.0,0.648,Burnley,Everton
4.0,2021-09-13,Wayne Hennessey,G,0,0.0,0.0,,,Burnley,Everton
4.0,2021-09-13,Jarrad Branthwaite,D,0,0.0,0.0,,,Everton,Burnley
4.0,2021-09-13,Josh Brownhill,M,90,0.0,1.0,0.085,0.0,Burnley,Everton
4.0,2021-09-13,James Tarkowski,D,90,0.0,1.0,0.0,0.0,Burnley,Everton
4.0,2021-09-13,Matthew Lowton,D,90,0.0,1.0,0.0,0.094,Burnley,Everton
4.0,2021-09-13,Tom Davies,M,0,0.0,0.0,,,Everton,Burnley
4.0,2021-09-13,Matej Vydra,F,14,0.0,1.0,0.0,0.0,Burnley,Everton
4.0,2021-09-13,Jay Rodriguez,F,4,0.0,1.0,0.053,0.0,Burnley,Everton
4.0,2021-09-13,Salomón Rondón,F,9,0.0,1.0,0.0,0.0,Everton,Burnley
4.0,2021-09-13,Seamus Coleman,D,90,0.0,2.0,0.0,0.0,Everton,Burnley
4.0,2021-09-13,Abdoulaye Doucouré,M,90,2.0,10.0,0.091,0.536,Everton,Burnley
4.0,2021-09-13,Michael Keane,D,90,1.0,9.0,0.299,0.087,Everton,Burnley
4.0,2021-09-13,Aaron Lennon,M,14,0.0,1.0,0.0,0.0,Burnley,Everton
4.0,2021-09-13,Alex Iwobi,M,2,0.0,1.0,0.0,0.0,Everton,Burnley
4.0,2021-09-13,Anthony Gordon,M,0,0.0,0.0,,,Everton,Burnley
4.0,2021-09-13,Dominic Calvert-Lewin,F,0,0.0,0.0,,,Everton,Burnley
4.0,2021-09-13,Ben Mee,D,90,0.0,7.0,1.102,0.0,Burnley,Everton
4.0,2021-09-13,Andros Townsend,M,90,3.0,12.0,0.085,0.39,Everton,Burnley
4.0,2021-09-13,Richarlison de Andrade,F,80,0.0,2.0,0.014,0.0,Everton,Burnley
4.0,2021-09-13,Chris Wood,F,85,0.0,2.0,0.535,0.0,Burnley,Everton
4.0,2021-09-13,Demarai Gray,M,87,0.0,7.0,0.628,0.0,Everton,Burnley
4.0,2021-09-13,Maxwel Cornet,M,0,0.0,0.0,,,Burnley,Everton
5.0,2021-09-17,Stuart McKinstry,M,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Liam McCarron,M,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Kristoffer Klaesson,G,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Cody Drameh,D,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Sam Greenwood,F,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Crysencio Summerville,M,23,0.0,1.0,0.0,0.0,Leeds,Newcastle
5.0,2021-09-17,Charlie Cresswell,D,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Liam Cooper,D,90,0.0,2.0,0.0,0.029,Leeds,Newcastle
5.0,2021-09-17,Jamie Shackleton,M,1,0.0,1.0,0.0,0.0,Leeds,Newcastle
5.0,2021-09-17,Kalvin Phillips,M,90,0.0,2.0,0.04,0.0,Leeds,Newcastle
5.0,2021-09-17,Pascal Struijk,D,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Illan Meslier,G,90,0.0,4.0,0.0,0.0,Leeds,Newcastle
5.0,2021-09-17,Jamal Lewis,D,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Miguel Almirón,M,61,0.0,1.0,0.18,0.539,Newcastle,Leeds
5.0,2021-09-17,Martin Dubravka,G,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Héctor Junior Firpo Adames,D,90,0.0,1.0,0.336,0.233,Leeds,Newcastle
5.0,2021-09-17,Robin Koch,D,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Hélder Wander Sousa de Azevedo e Costa,M,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Adam Forshaw,M,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Emil Krafth,D,9,0.0,1.0,0.0,0.0,Newcastle,Leeds
5.0,2021-09-17,Ciaran Clark,D,90,0.0,2.0,0.0,0.0,Newcastle,Leeds
5.0,2021-09-17,Paul Dummett,D,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Freddie Woodman,G,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Karl Darlow,G,90,3.0,8.0,0.0,0.0,Newcastle,Leeds
5.0,2021-09-17,Dwight Gayle,F,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Federico Fernández,D,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Matt Ritchie,D,90,0.0,1.0,0.045,0.095,Newcastle,Leeds
5.0,2021-09-17,Stuart Dallas,M,90,0.0,2.0,0.0,0.038,Leeds,Newcastle
5.0,2021-09-17,Sean Longstaff,M,90,0.0,2.0,0.074,0.051,Newcastle,Leeds
5.0,2021-09-17,Jacob Murphy,M,1,0.0,1.0,0.0,0.0,Newcastle,Leeds
5.0,2021-09-17,Isaac Hayden,M,90,0.0,2.0,0.0,0.014,Newcastle,Leeds
5.0,2021-09-17,Mateusz Klich,M,90,0.0,2.0,0.223,0.07,Leeds,Newcastle
5.0,2021-09-17,Jeff Hendrick,M,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Javier Manquillo,D,80,0.0,2.0,0.0,0.0,Newcastle,Leeds
5.0,2021-09-17,Tyler Roberts,M,29,0.0,1.0,0.0,0.093,Leeds,Newcastle
5.0,2021-09-17,Jamaal Lascelles,D,90,0.0,2.0,0.095,0.0,Newcastle,Leeds
5.0,2021-09-17,Fabian Schär,D,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Joe Gelhardt,F,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Luke Ayling,D,88,0.0,2.0,0.0,0.0,Leeds,Newcastle
5.0,2021-09-17,Joseph Willock,M,90,0.0,2.0,0.025,0.038,Newcastle,Leeds
5.0,2021-09-17,Diego Llorente,D,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Ryan Fraser,M,28,0.0,1.0,0.038,0.0,Newcastle,Leeds
5.0,2021-09-17,Patrick Bamford,F,90,0.0,5.0,0.263,0.012,Leeds,Newcastle
5.0,2021-09-17,Jonjo Shelvey,M,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Joelinton Cássio Apolinário de Lira,F,90,0.0,5.0,0.448,0.115,Newcastle,Leeds
5.0,2021-09-17,Daniel James,M,60,0.0,2.0,0.147,0.061,Leeds,Newcastle
5.0,2021-09-17,Jack Harrison,M,0,0.0,0.0,,,Leeds,Newcastle
5.0,2021-09-17,Allan Saint-Maximin,F,90,2.0,8.0,0.324,0.145,Newcastle,Leeds
5.0,2021-09-17,Callum Wilson,F,0,0.0,0.0,,,Newcastle,Leeds
5.0,2021-09-17,Raphael Dias Belloli,M,66,1.0,8.0,0.295,0.211,Leeds,Newcastle
5.0,2021-09-18,Pelenda Joshua Dasilva,M,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Finley Stevens,D,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Dominic Thompson,D,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,José Malheiro de Sá,G,90,0.0,0.0,0.0,0.0,Wolves,Brentford
5.0,2021-09-18,Charlie Goode,D,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Marcus Forss,F,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Mads Bech Sørensen,D,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Mads Bidstrup,M,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Frank Onyeka,M,22,0.0,1.0,0.039,0.0,Brentford,Wolves
5.0,2021-09-18,Kristoffer Ajer,D,90,1.0,7.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,David Raya Martin,G,90,0.0,6.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Fabio Silva,F,8,0.0,1.0,0.0,0.0,Wolves,Brentford
5.0,2021-09-18,Ki-Jana Hoever,D,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Luke Cundle,M,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Mathias Jensen,M,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Morgan Gibbs-White,M,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Willy Boly,D,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Rayan Ait Nouri,D,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Pedro Lomba Neto,M,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Nélson Cabral Semedo,D,81,0.0,1.0,0.05,0.0,Wolves,Brentford
5.0,2021-09-18,Fernando Marçal,D,71,0.0,1.0,0.03,0.0,Wolves,Brentford
5.0,2021-09-18,Álvaro Fernández,G,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Shandon Baptiste,M,63,0.0,0.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Mads Roerslev Rasmussen,D,15,0.0,1.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Ethan Pinnock,D,90,2.0,8.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Francisco Machado Mota de Castro Trincão,M,90,0.0,2.0,0.435,0.03,Wolves,Brentford
5.0,2021-09-18,Max Kilman,D,90,0.0,1.0,0.0,0.013,Wolves,Brentford
5.0,2021-09-18,Leander Dendoncker,M,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Saman Ghoddos,M,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Mathias Jorgensen,D,8,0.0,1.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Jonathan Castro Otto,D,0,0.0,0.0,,,Wolves,Brentford
5.0,2021-09-18,Pontus Jansson,D,81,0.0,5.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Adama Traoré,M,90,0.0,2.0,0.057,0.055,Wolves,Brentford
5.0,2021-09-18,Vitaly Janelt,M,90,0.0,3.0,0.458,0.245,Brentford,Wolves
5.0,2021-09-18,Rico Henry,D,74,0.0,5.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Daniel Castelo Podence,M,18,0.0,1.0,0.0,0.0,Wolves,Brentford
5.0,2021-09-18,Christian Nørgaard,M,90,0.0,3.0,0.0,0.009,Brentford,Wolves
5.0,2021-09-18,Romain Saïss,D,45,0.0,-1.0,0.006,0.0,Wolves,Brentford
5.0,2021-09-18,João Filipe Iria Santos Moutinho,M,90,0.0,2.0,0.0,0.0,Wolves,Brentford
5.0,2021-09-18,Sergi Canós,M,67,0.0,3.0,0.0,0.0,Brentford,Wolves
5.0,2021-09-18,Conor Coady,D,90,0.0,0.0,0.0,0.0,Wolves,Brentford
5.0,2021-09-18,Bryan Mbeumo,M,90,0.0,8.0,1.037,0.026,Brentford,Wolves
5.0,2021-09-18,Yoane Wissa,M,0,0.0,0.0,,,Brentford,Wolves
5.0,2021-09-18,Rúben Diogo da Silva Neves,M,90,0.0,1.0,0.013,0.023,Wolves,Brentford
5.0,2021-09-18,Hee-Chan Hwang,F,45,0.0,1.0,0.376,0.0,Wolves,Brentford
5.0,2021-09-18,Raúl Jiménez,F,90,0.0,2.0,0.055,0.454,Wolves,Brentford
5.0,2021-09-18,Ivan Toney,F,90,3.0,12.0,0.035,0.831,Brentford,Wolves
5.0,2021-09-18,Przemyslaw Placheta,M,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Ozan Tufan,M,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Jacob Sørensen,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Bali Mumba,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Christos Tzolis,M,20,0.0,1.0,0.0,0.078,Norwich,Watford
5.0,2021-09-18,Dimitris Giannoulis,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Jeremy Ngakia,D,31,0.0,1.0,0.018,0.0,Watford,Norwich
5.0,2021-09-18,Brandon Williams,D,90,0.0,0.0,0.0,0.0,Norwich,Watford
5.0,2021-09-18,Christoph Zimmermann,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Billy Gilmour,M,90,1.0,3.0,0.0,0.21,Norwich,Watford
5.0,2021-09-18,Todd Cantwell,M,20,0.0,1.0,0.0,0.0,Norwich,Watford
5.0,2021-09-18,Max Aarons,D,90,0.0,1.0,0.0,0.033,Norwich,Watford
5.0,2021-09-18,Ozan Kabak,D,90,0.0,1.0,0.0,0.0,Norwich,Watford
5.0,2021-09-18,Imrân Louza,M,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Francisco Sierralta,D,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,William Troost-Ekong,D,90,0.0,2.0,0.0,0.0,Watford,Norwich
5.0,2021-09-18,Ken Sema,M,17,0.0,1.0,0.0,0.0,Watford,Norwich
5.0,2021-09-18,Oghenekaro Peter Etebo,M,8,0.0,1.0,0.0,0.0,Watford,Norwich
5.0,2021-09-18,Pierre Lees-Melou,M,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Angus Gunn,G,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Francisco Femenía Far,D,58,0.0,4.0,0.0,0.604,Watford,Norwich
5.0,2021-09-18,Christian Kabasele,D,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Ben Gibson,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Ashley Fletcher,F,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Adam Masina,D,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Kieran Dowell,M,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Daniel Bachmann,G,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Tim Krul,G,90,0.0,2.0,0.0,0.0,Norwich,Watford
5.0,2021-09-18,Sam Byram,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Ben Foster,G,90,0.0,3.0,0.0,0.0,Watford,Norwich
5.0,2021-09-18,Danny Rose,D,90,0.0,2.0,0.0,0.295,Watford,Norwich
5.0,2021-09-18,Tom Cleverley,M,81,0.0,2.0,0.0,0.597,Watford,Norwich
5.0,2021-09-18,Craig Cathcart,D,90,0.0,1.0,0.056,0.0,Watford,Norwich
5.0,2021-09-18,Troy Deeney,F,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Dan Gosling,M,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Lukas Rupp,M,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Andrew Omobamidele,D,0,0.0,0.0,,,Norwich,Watford
5.0,2021-09-18,Adam Idah,F,2,0.0,1.0,0.0,0.0,Norwich,Watford
5.0,2021-09-18,Kenny McLean,M,90,0.0,2.0,0.076,0.0,Norwich,Watford
5.0,2021-09-18,Grant Hanley,D,90,0.0,1.0,0.0,0.045,Norwich,Watford
5.0,2021-09-18,Mathias Normann,M,69,0.0,5.0,0.058,0.245,Norwich,Watford
5.0,2021-09-18,Milot Rashica,M,87,0.0,2.0,0.111,0.0,Norwich,Watford
5.0,2021-09-18,Juraj Kucka,M,90,0.0,2.0,0.105,0.018,Watford,Norwich
5.0,2021-09-18,João Pedro Junqueira de Jesus,F,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Joshua Sargent,F,69,0.0,2.0,0.045,0.079,Norwich,Watford
5.0,2021-09-18,Moussa Sissoko,M,90,0.0,2.0,0.0,0.033,Watford,Norwich
5.0,2021-09-18,Juan Camilo Hernández Suárez,F,0,0.0,0.0,,,Watford,Norwich
5.0,2021-09-18,Ismaila Sarr,M,90,3.0,15.0,1.379,0.0,Watford,Norwich
5.0,2021-09-18,Joshua King,F,90,2.0,10.0,0.55,0.695,Watford,Norwich
5.0,2021-09-18,Teemu Pukki,F,90,0.0,6.0,0.493,0.019,Norwich,Watford
5.0,2021-09-18,Emmanuel Dennis,F,72,0.0,6.0,0.46,0.0,Watford,Norwich
5.0,2021-09-18,Cameron Archer,F,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Jaden Philogene-Bidace,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Carney Chukwuemeka,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Ellis Simms,F,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Marvelous Nakamba,M,50,0.0,1.0,0.0,0.0,Aston Villa,Everton
5.0,2021-09-18,Wesley Moraes,F,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Mahmoud Ahmed Ibrahim Hassan,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Ben Godfrey,D,79,0.0,0.0,0.0,0.134,Everton,Aston Villa
5.0,2021-09-18,Yerry Mina,D,90,0.0,1.0,0.0,0.0,Everton,Aston Villa
5.0,2021-09-18,Jean-Philippe Gbamin,M,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Jed Steer,G,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Emiliano Martínez,G,90,2.0,8.0,0.0,0.0,Aston Villa,Everton
5.0,2021-09-18,Morgan Sanson,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,André Filipe Tavares Gomes,M,27,0.0,1.0,0.048,0.0,Everton,Aston Villa
5.0,2021-09-18,Lucas Digne,D,90,0.0,-1.0,0.0,0.186,Everton,Aston Villa
5.0,2021-09-18,Allan Marques Loureiro,M,72,0.0,2.0,0.0,0.0,Everton,Aston Villa
5.0,2021-09-18,Moise Kean,F,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Jonjoe Kenny,D,10,0.0,1.0,0.0,0.0,Everton,Aston Villa
5.0,2021-09-18,Keinan Davis,F,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Mason Holgate,D,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Axel Tuanzebe,D,90,0.0,6.0,0.096,0.0,Aston Villa,Everton
5.0,2021-09-18,Fabian Delph,M,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Jordan Pickford,G,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Bertrand Traoré,M,4,0.0,1.0,0.066,0.0,Aston Villa,Everton
5.0,2021-09-18,Asmir Begović,G,90,0.0,1.0,0.0,0.0,Everton,Aston Villa
5.0,2021-09-18,Ashley Young,D,8,0.0,1.0,0.0,0.0,Aston Villa,Everton
5.0,2021-09-18,Jarrad Branthwaite,D,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Kortney Hause,D,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Douglas Luiz Soares de Paulo,M,90,0.0,6.0,0.051,0.214,Aston Villa,Everton
5.0,2021-09-18,Anwar El Ghazi,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Leon Bailey,M,20,1.0,9.0,0.1,0.0,Aston Villa,Everton
5.0,2021-09-18,Tom Davies,M,9,0.0,1.0,0.013,0.0,Everton,Aston Villa
5.0,2021-09-18,Tyrone Mings,D,90,0.0,6.0,0.112,0.073,Aston Villa,Everton
5.0,2021-09-18,Matt Targett,D,60,0.0,6.0,0.0,0.096,Aston Villa,Everton
5.0,2021-09-18,Salomón Rondón,F,62,0.0,2.0,0.174,0.0,Everton,Aston Villa
5.0,2021-09-18,Seamus Coleman,D,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Ezri Konsa Ngoyo,D,90,0.0,6.0,0.0,0.0,Aston Villa,Everton
5.0,2021-09-18,Emiliano Buendía Stati,M,0,0.0,0.0,,,Aston Villa,Everton
5.0,2021-09-18,Abdoulaye Doucouré,M,90,0.0,2.0,0.0,0.083,Everton,Aston Villa
5.0,2021-09-18,Michael Keane,D,90,0.0,1.0,0.198,0.0,Everton,Aston Villa
5.0,2021-09-18,Alex Iwobi,M,80,0.0,2.0,0.087,0.0,Everton,Aston Villa
5.0,2021-09-18,Matthew Cash,D,85,3.0,15.0,0.153,0.0,Aston Villa,Everton
5.0,2021-09-18,Anthony Gordon,M,18,0.0,1.0,0.0,0.0,Everton,Aston Villa
5.0,2021-09-18,John McGinn,M,39,0.0,1.0,0.071,0.0,Aston Villa,Everton
5.0,2021-09-18,Dominic Calvert-Lewin,F,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Andros Townsend,M,90,0.0,2.0,0.058,0.159,Everton,Aston Villa
5.0,2021-09-18,Richarlison de Andrade,F,0,0.0,0.0,,,Everton,Aston Villa
5.0,2021-09-18,Danny Ings,F,90,0.0,5.0,0.073,0.1,Aston Villa,Everton
5.0,2021-09-18,Demarai Gray,M,90,0.0,2.0,0.177,0.103,Everton,Aston Villa
5.0,2021-09-18,Jacob Ramsey,M,90,0.0,3.0,0.057,0.04,Aston Villa,Everton
5.0,2021-09-18,Ollie Watkins,F,90,0.0,2.0,0.0,0.045,Aston Villa,Everton
5.0,2021-09-18,Nathan Collins,D,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Nuno Varela Tavares,D,12,0.0,0.0,0.022,0.0,Arsenal,Burnley
5.0,2021-09-18,Folarin Balogun,F,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Albert Sambi Lokonga,M,29,0.0,1.0,0.0,0.016,Arsenal,Burnley
5.0,2021-09-18,Pablo Marí,D,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Takehiro Tomiyasu,D,90,0.0,6.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Ben White,D,90,1.0,7.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Dwight McNeil,M,90,0.0,2.0,0.075,0.118,Burnley,Arsenal
5.0,2021-09-18,Reiss Nelson,M,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Edward Nketiah,F,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Dale Stephens,M,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Charlie Taylor,D,90,0.0,2.0,0.0,0.024,Burnley,Arsenal
5.0,2021-09-18,Aaron Ramsdale,G,90,2.0,9.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Connor Roberts,D,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Nick Pope,G,90,0.0,2.0,0.0,0.0,Burnley,Arsenal
5.0,2021-09-18,Ashley Barnes,F,56,0.0,0.0,0.097,0.0,Burnley,Arsenal
5.0,2021-09-18,Ainsley Maitland-Niles,M,15,0.0,1.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Rob Holding,D,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Johann Berg Gudmundsson,M,56,0.0,1.0,0.122,0.0,Burnley,Arsenal
5.0,2021-09-18,Erik Pieters,D,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Cédric Soares,D,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Jack Cork,M,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Ashley Westwood,M,90,0.0,1.0,0.116,0.128,Burnley,Arsenal
5.0,2021-09-18,Wayne Hennessey,G,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Mohamed Naser El Sayed Elneny,M,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Sead Kolasinac,D,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Granit Xhaka,M,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Bernd Leno,G,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Josh Brownhill,M,90,0.0,2.0,0.022,0.046,Burnley,Arsenal
5.0,2021-09-18,Kieran Tierney,D,77,0.0,6.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Nicolas Pépé,M,90,0.0,3.0,0.573,0.147,Arsenal,Burnley
5.0,2021-09-18,James Tarkowski,D,90,0.0,2.0,0.057,0.0,Burnley,Arsenal
5.0,2021-09-18,Matthew Lowton,D,90,0.0,2.0,0.0,0.07,Burnley,Arsenal
5.0,2021-09-18,Matej Vydra,F,33,0.0,1.0,0.024,0.0,Burnley,Arsenal
5.0,2021-09-18,Jay Rodriguez,F,8,0.0,1.0,0.06,0.0,Burnley,Arsenal
5.0,2021-09-18,Calum Chambers,D,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Thomas Partey,M,74,0.0,3.0,0.048,0.029,Arsenal,Burnley
5.0,2021-09-18,Aaron Lennon,M,0,0.0,0.0,,,Burnley,Arsenal
5.0,2021-09-18,Gabriel Magalhães,D,90,1.0,7.0,0.0,0.0,Arsenal,Burnley
5.0,2021-09-18,Ben Mee,D,90,0.0,2.0,0.094,0.013,Burnley,Arsenal
5.0,2021-09-18,Chris Wood,F,81,0.0,2.0,0.041,0.066,Burnley,Arsenal
5.0,2021-09-18,Alexandre Lacazette,F,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Pierre-Emerick Aubameyang,F,90,0.0,2.0,0.05,0.265,Arsenal,Burnley
5.0,2021-09-18,Gabriel Teodoro Martinelli Silva,M,0,0.0,0.0,,,Arsenal,Burnley
5.0,2021-09-18,Martin Ødegaard,M,90,3.0,11.0,0.093,0.091,Arsenal,Burnley
5.0,2021-09-18,Maxwel Cornet,M,33,0.0,1.0,0.066,0.06,Burnley,Arsenal
5.0,2021-09-18,Bukayo Saka,M,90,0.0,6.0,0.069,0.0,Arsenal,Burnley
5.0,2021-09-18,Emile Smith Rowe,M,60,0.0,3.0,0.244,0.0,Arsenal,Burnley
5.0,2021-09-18,Jesurun Rak-Sakyi,M,0,0.0,0.0,,,Crystal Palace,Liverpool
5.0,2021-09-18,Konstantinos Tsimikas,D,90,0.0,5.0,0.022,0.209,Liverpool,Crystal Palace
5.0,2021-09-18,Eberechi Eze,M,0,0.0,0.0,,,Crystal Palace,Liverpool
5.0,2021-09-18,Tyrick Mitchell,D,90,0.0,1.0,0.0,0.0,Crystal Palace,Liverpool
5.0,2021-09-18,Neco Williams,D,0,0.0,0.0,,,Liverpool,Crystal Palace
5.0,2021-09-18,Caoimhin Kelleher,G,0,0.0,0.0,,,Liverpool,Crystal Palace
5.0,2021-09-18,Harvey Elliott,M,0,0.0,0.0,,,Liverpool,Crystal Palace
5.0,2021-09-18,Nathan Ferguson,D,0,0.0,0.0,,,Crystal Palace,Liverpool
5.0,2021-09-18,Ibrahima Konaté,D,90,0.0,6.0,0.0,0.0,Liverpool,Crystal Palace
5.0,2021-09-18,Joachim Andersen,D,90,0.0,1.0,0.0,0.0,Crystal Palace,Liverpool
5.0,2021-09-18,Will Hughes,M,0,0.0,0.0,,,Crystal Palace,Liverpool
5.0,2021-09-18,Jairo Riedewald,M,25,0.0,1.0,0.0,0.054,Crystal Palace,Liverpool
5.0,2021-09-18,Luka Milivojevic,M,0,0.0,0.0,,,Crystal Palace,Liverpool
5.0,2021-09-18,Vicente Guaita,G,90,0.0,3.0,0.0,0.0,Crystal Palace,Liverpool
5.0,2021-09-18,Alisson Ramses Becker,G,90,1.0,7.0,0.0,0.0,Liverpool,Crystal Palace
5.0,2021-09-18,Joseph Gomez,D,0,0.0,0.0,,,Liverpool,Crystal Palace
