gw,date,name,position,minutes,bonus,points,npxG,xA,team,opponent
22.0,2022-01-15,Max Kilman,D,90,0.0,5.0,0.104,0.0,Wolves,Southampton
22.0,2022-01-15,Leander Dendoncker,M,90,0.0,2.0,0.014,0.044,Wolves,Southampton
22.0,2022-01-15,Jonathan Castro Otto,D,0,0.0,0.0,,,Wolves,Southampton
22.0,2022-01-15,Adama Traoré,M,12,0.0,6.0,0.544,0.0,Wolves,Southampton
22.0,2022-01-15,Kyle Walker-Peters,D,0,0.0,0.0,,,Southampton,Wolves
22.0,2022-01-15,Oriol Romeu Vidal,M,90,0.0,2.0,0.013,0.387,Southampton,Wolves
22.0,2022-01-15,Shane Long,F,0,0.0,0.0,,,Southampton,Wolves
22.0,2022-01-15,Daniel Castelo Podence,M,90,0.0,1.0,0.044,0.125,Wolves,Southampton
22.0,2022-01-15,Stuart Armstrong,M,19,0.0,1.0,0.075,0.0,Southampton,Wolves
22.0,2022-01-15,Adam Armstrong,F,12,0.0,1.0,0.0,0.0,Southampton,Wolves
22.0,2022-01-15,Romain Saïss,D,0,0.0,0.0,,,Wolves,Southampton
22.0,2022-01-15,João Filipe Iria Santos Moutinho,M,90,0.0,2.0,0.0,0.014,Wolves,Southampton
22.0,2022-01-15,Conor Coady,D,90,1.0,9.0,0.726,0.0,Wolves,Southampton
22.0,2022-01-15,Jan Bednarek,D,90,0.0,1.0,0.116,0.134,Southampton,Wolves
22.0,2022-01-15,Mohamed Elyounoussi,M,0,0.0,0.0,,,Southampton,Wolves
22.0,2022-01-15,Rúben Diogo da Silva Neves,M,0,0.0,0.0,,,Wolves,Southampton
22.0,2022-01-15,Hee-Chan Hwang,F,0,0.0,0.0,,,Wolves,Southampton
22.0,2022-01-15,Armando Broja,F,77,0.0,2.0,0.037,0.0,Southampton,Wolves
22.0,2022-01-15,Raúl Jiménez,F,79,0.0,5.0,0.125,0.0,Wolves,Southampton
22.0,2022-01-15,James Ward-Prowse,M,90,0.0,6.0,0.078,0.022,Southampton,Wolves
22.0,2022-01-15,Che Adams,F,45,0.0,1.0,0.087,0.0,Southampton,Wolves
22.0,2022-01-15,Vitalii Mykolenko,D,90,0.0,1.0,0.0,0.0,Everton,Norwich
22.0,2022-01-15,Jonathan Rowe,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Przemyslaw Placheta,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Lewis Dobbin,F,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Jacob Sørensen,D,90,0.0,2.0,0.017,0.0,Norwich,Everton
22.0,2022-01-15,Bali Mumba,D,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Christos Tzolis,M,3,0.0,1.0,0.0,0.128,Norwich,Everton
22.0,2022-01-15,Dimitris Giannoulis,D,10,0.0,1.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Tyler Onyango,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Ellis Simms,F,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Brandon Williams,D,76,1.0,6.0,0.0,0.637,Norwich,Everton
22.0,2022-01-15,Christoph Zimmermann,D,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Billy Gilmour,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Todd Cantwell,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Ben Godfrey,D,90,1.0,2.0,0.023,0.154,Everton,Norwich
22.0,2022-01-15,Max Aarons,D,79,0.0,1.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Ozan Kabak,D,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Yerry Mina,D,36,0.0,1.0,0.0,0.0,Everton,Norwich
22.0,2022-01-15,Cenk Tosun,F,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Pierre Lees-Melou,M,90,0.0,2.0,0.061,0.016,Norwich,Everton
22.0,2022-01-15,Angus Gunn,G,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Jean-Philippe Gbamin,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,André Filipe Tavares Gomes,M,90,0.0,2.0,0.051,0.0,Everton,Norwich
22.0,2022-01-15,Ben Gibson,D,90,0.0,2.0,0.018,0.0,Norwich,Everton
22.0,2022-01-15,Allan Marques Loureiro,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Moise Kean,F,0,0.0,0.0,0.115,0.0,Everton,Norwich
22.0,2022-01-15,Jonjoe Kenny,D,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Kieran Dowell,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Mason Holgate,D,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Tim Krul,G,90,0.0,3.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Sam Byram,D,13,0.0,1.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Fabian Delph,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Jordan Pickford,G,90,0.0,1.0,0.0,0.0,Everton,Norwich
22.0,2022-01-15,Asmir Begović,G,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Lukas Rupp,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Andrew Omobamidele,D,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Jarrad Branthwaite,D,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Adam Idah,F,90,3.0,9.0,0.724,0.0,Norwich,Everton
22.0,2022-01-15,Kenny McLean,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Grant Hanley,D,90,0.0,2.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Mathias Normann,M,0,0.0,0.0,,,Norwich,Everton
22.0,2022-01-15,Milot Rashica,M,90,0.0,2.0,0.073,0.034,Norwich,Everton
22.0,2022-01-15,Anwar El Ghazi,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Tom Davies,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Salomón Rondón,F,53,0.0,1.0,0.059,0.0,Everton,Norwich
22.0,2022-01-15,Seamus Coleman,D,53,0.0,0.0,0.0,0.059,Everton,Norwich
22.0,2022-01-15,Joshua Sargent,F,86,0.0,4.0,0.108,0.0,Norwich,Everton
22.0,2022-01-15,Abdoulaye Doucouré,M,90,0.0,2.0,0.015,0.0,Everton,Norwich
22.0,2022-01-15,Michael Keane,D,90,0.0,-2.0,0.038,0.0,Everton,Norwich
22.0,2022-01-15,Alex Iwobi,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Anthony Gordon,M,90,0.0,2.0,0.112,0.04,Everton,Norwich
22.0,2022-01-15,Dominic Calvert-Lewin,F,90,0.0,2.0,0.047,0.0,Everton,Norwich
22.0,2022-01-15,Andros Townsend,M,0,0.0,0.0,,,Everton,Norwich
22.0,2022-01-15,Richarlison de Andrade,F,36,2.0,7.0,0.091,0.0,Everton,Norwich
22.0,2022-01-15,Demarai Gray,M,90,0.0,2.0,0.106,0.064,Everton,Norwich
22.0,2022-01-15,Teemu Pukki,F,90,0.0,1.0,0.0,0.0,Norwich,Everton
22.0,2022-01-15,Edo Kayembe,M,90,1.0,3.0,0.041,0.298,Watford,Newcastle
22.0,2022-01-15,Ozan Tufan,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Jeremy Ngakia,D,65,0.0,2.0,0.0,0.053,Watford,Newcastle
22.0,2022-01-15,Jamal Lewis,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Miguel Almirón,M,4,0.0,1.0,0.0,0.0,Newcastle,Watford
22.0,2022-01-15,Imrân Louza,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Francisco Sierralta,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,William Troost-Ekong,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Ken Sema,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Oghenekaro Peter Etebo,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Martin Dubravka,G,90,0.0,3.0,0.0,0.0,Newcastle,Watford
22.0,2022-01-15,Francisco Femenía Far,D,24,0.0,4.0,0.015,0.035,Watford,Newcastle
22.0,2022-01-15,Hassane Kamara,D,90,0.0,2.0,0.0,0.013,Watford,Newcastle
22.0,2022-01-15,Nicolas Nkoulou,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Christian Kabasele,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Ashley Fletcher,F,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Emil Krafth,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Adam Masina,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Samir Caetano de Souza Santos,D,90,0.0,1.0,0.053,0.0,Watford,Newcastle
22.0,2022-01-15,Daniel Bachmann,G,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Ciaran Clark,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Paul Dummett,D,90,0.0,1.0,0.0,0.0,Newcastle,Watford
22.0,2022-01-15,Freddie Woodman,G,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Ben Foster,G,90,0.0,2.0,0.0,0.0,Watford,Newcastle
22.0,2022-01-15,Karl Darlow,G,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Dwight Gayle,F,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Federico Fernández,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Danny Rose,D,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Tom Cleverley,M,13,0.0,1.0,0.0,0.0,Watford,Newcastle
22.0,2022-01-15,Craig Cathcart,D,90,0.0,2.0,0.0,0.018,Watford,Newcastle
22.0,2022-01-15,Troy Deeney,F,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Dan Gosling,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Matt Ritchie,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Sean Longstaff,M,90,0.0,2.0,0.043,0.0,Newcastle,Watford
22.0,2022-01-15,Jacob Murphy,M,16,0.0,1.0,0.0,0.0,Newcastle,Watford
22.0,2022-01-15,Isaac Hayden,M,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Jeff Hendrick,M,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Javier Manquillo,D,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Juraj Kucka,M,76,0.0,2.0,0.027,0.024,Watford,Newcastle
22.0,2022-01-15,Jamaal Lascelles,D,90,0.0,2.0,0.061,0.094,Newcastle,Watford
22.0,2022-01-15,Fabian Schär,D,90,0.0,2.0,0.056,0.0,Newcastle,Watford
22.0,2022-01-15,João Pedro Junqueira de Jesus,F,90,2.0,8.0,0.292,0.103,Watford,Newcastle
22.0,2022-01-15,Joseph Willock,M,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Ryan Fraser,M,73,0.0,2.0,0.018,0.502,Newcastle,Watford
22.0,2022-01-15,Moussa Sissoko,M,90,0.0,1.0,0.541,0.0,Watford,Newcastle
22.0,2022-01-15,Jonjo Shelvey,M,90,0.0,1.0,0.032,0.0,Newcastle,Watford
22.0,2022-01-15,Kieran Trippier,D,90,0.0,2.0,0.0,0.074,Newcastle,Watford
22.0,2022-01-15,Joelinton Cássio Apolinário de Lira,F,90,0.0,2.0,0.492,0.109,Newcastle,Watford
22.0,2022-01-15,Chris Wood,F,90,0.0,2.0,0.272,0.0,Newcastle,Watford
22.0,2022-01-15,Juan Camilo Hernández Suárez,F,6,0.0,1.0,0.0,0.0,Watford,Newcastle
22.0,2022-01-15,Ismaila Sarr,M,0,0.0,0.0,,,Watford,Newcastle
22.0,2022-01-15,Joshua King,F,90,0.0,2.0,0.413,0.201,Watford,Newcastle
22.0,2022-01-15,Allan Saint-Maximin,F,85,3.0,9.0,0.065,0.012,Newcastle,Watford
22.0,2022-01-15,Callum Wilson,F,0,0.0,0.0,,,Newcastle,Watford
22.0,2022-01-15,Emmanuel Dennis,F,83,0.0,2.0,0.117,0.579,Watford,Newcastle
22.0,2022-01-15,Kayky da Silva Chagas,F,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,James McAtee,M,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Cole Palmer,M,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Zack Steffen,G,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Emerson Palmieri dos Santos,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Edouard Mendy,G,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Ederson Santana de Moraes,G,90,0.0,6.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Malang Sarr,D,90,0.0,2.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,Kepa Arrizabalaga,G,90,0.0,3.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,Benjamin Mendy,D,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Oleksandr Zinchenko,D,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Saúl Ñíguez,M,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Emerson Palmieri dos Santos,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Ruben Loftus-Cheek,M,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,César Azpilicueta,D,90,0.0,2.0,0.0,0.13,Chelsea,Man City
22.0,2022-01-15,Kyle Walker,D,90,0.0,6.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Ross Barkley,M,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Andreas Christensen,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Callum Hudson-Odoi,M,21,0.0,1.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,João Pedro Cavaco Cancelo,D,90,2.0,11.0,0.012,0.017,Man City,Chelsea
22.0,2022-01-15,Marcos Alonso,D,80,0.0,1.0,0.017,0.0,Chelsea,Man City
22.0,2022-01-15,Fernando Luiz Rosa,M,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,John Stones,D,90,1.0,7.0,0.047,0.0,Man City,Chelsea
22.0,2022-01-15,Nathan Aké,D,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Timo Werner,F,21,0.0,1.0,0.13,0.0,Chelsea,Man City
22.0,2022-01-15,Rúben Santos Gato Alves Dias,D,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Ferran Torres,M,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Gabriel Fernando de Jesus,F,2,0.0,1.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Mateo Kovacic,M,90,0.0,1.0,0.0,0.446,Chelsea,Man City
22.0,2022-01-15,Antonio Rüdiger,D,90,0.0,2.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,N'Golo Kanté,M,90,0.0,2.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,Jack Grealish,M,90,0.0,3.0,0.475,0.127,Man City,Chelsea
22.0,2022-01-15,Trevoh Chalobah,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Thiago Emiliano da Silva,D,90,0.0,2.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,Aymeric Laporte,D,90,1.0,7.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Rodrigo Hernandez,M,90,0.0,3.0,0.035,0.112,Man City,Chelsea
22.0,2022-01-15,Benjamin Chilwell,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Hakim Ziyech,M,68,0.0,3.0,0.038,0.0,Chelsea,Man City
22.0,2022-01-15,Christian Pulisic,M,68,0.0,3.0,0.0,0.017,Chelsea,Man City
22.0,2022-01-15,Reece James,D,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Rodrigo Hernandez,M,90,0.0,3.0,0.035,0.112,Man City,Chelsea
22.0,2022-01-15,Romelu Lukaku,F,90,0.0,2.0,0.446,0.0,Chelsea,Man City
22.0,2022-01-15,Ilkay Gündogan,M,6,0.0,1.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Kai Havertz,M,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Jorge Luiz Frello Filho,M,0,0.0,0.0,,,Chelsea,Man City
22.0,2022-01-15,Phil Foden,M,87,0.0,3.0,0.082,0.066,Man City,Chelsea
22.0,2022-01-15,Bernardo Mota Veiga de Carvalho e Silva,M,90,0.0,3.0,0.0,0.0,Man City,Chelsea
22.0,2022-01-15,Mason Mount,M,9,0.0,1.0,0.0,0.0,Chelsea,Man City
22.0,2022-01-15,Kevin De Bruyne,M,83,3.0,11.0,0.185,0.398,Man City,Chelsea
22.0,2022-01-15,Riyad Mahrez,M,0,0.0,0.0,,,Man City,Chelsea
22.0,2022-01-15,Raheem Sterling,M,90,0.0,3.0,0.066,0.129,Man City,Chelsea
22.0,2022-01-15,Cameron Archer,F,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Tim Iroegbunam,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Jaden Philogene-Bidace,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Carney Chukwuemeka,M,14,0.0,1.0,0.0,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Marvelous Nakamba,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Wesley Moraes,F,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Mahmoud Ahmed Ibrahim Hassan,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,José Diogo Dalot Teixeira,D,90,0.0,1.0,0.0,0.052,Man Utd,Aston Villa
22.0,2022-01-15,Victor Lindelöf,D,90,0.0,1.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Aaron Wan-Bissaka,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Jed Steer,G,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Emiliano Martínez,G,90,0.0,2.0,0.0,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Morgan Sanson,M,67,0.0,2.0,0.0,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Raphaël Varane,D,90,0.0,1.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Alex Nicolao Telles,D,90,0.0,4.0,0.042,0.013,Man Utd,Aston Villa
22.0,2022-01-15,Lucas Digne,D,90,0.0,0.0,0.087,0.368,Aston Villa,Man Utd
22.0,2022-01-15,Eric Bailly,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Keinan Davis,F,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Luke Shaw,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Phil Jones,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Axel Tuanzebe,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Nemanja Matic,M,90,0.0,1.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Bertrand Traoré,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Ashley Young,D,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,David de Gea,G,90,1.0,4.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Donny van de Beek,M,1,0.0,1.0,0.067,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Kortney Hause,D,45,0.0,1.0,0.008,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Douglas Luiz Soares de Paulo,M,90,0.0,2.0,0.0,0.049,Aston Villa,Man Utd
22.0,2022-01-15,Scott McTominay,M,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Leon Bailey,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Paul Pogba,M,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Harry Maguire,D,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Tyrone Mings,D,90,0.0,1.0,0.0,0.051,Aston Villa,Man Utd
22.0,2022-01-15,Matt Targett,D,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Anthony Martial,F,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Anthony Elanga,M,77,0.0,2.0,0.238,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Ezri Konsa Ngoyo,D,45,0.0,1.0,0.0,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Edinson Cavani,F,90,0.0,2.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Emiliano Buendía Stati,M,90,0.0,2.0,0.368,0.236,Aston Villa,Man Utd
22.0,2022-01-15,Jesse Lingard,M,1,0.0,1.0,0.0,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Matthew Cash,D,90,0.0,1.0,0.0,0.068,Aston Villa,Man Utd
22.0,2022-01-15,John McGinn,M,0,0.0,0.0,,,Aston Villa,Man Utd
22.0,2022-01-15,Frederico Rodrigues de Paula Santos,M,90,0.0,5.0,0.0,0.46,Man Utd,Aston Villa
22.0,2022-01-15,Jadon Sancho,M,12,0.0,1.0,0.0,0.067,Man Utd,Aston Villa
22.0,2022-01-15,Marcus Rashford,M,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-15,Philippe Coutinho Correia,M,22,0.0,6.0,0.726,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Mason Greenwood,M,88,0.0,2.0,0.658,0.0,Man Utd,Aston Villa
22.0,2022-01-15,Danny Ings,F,75,0.0,2.0,0.0,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Jacob Ramsey,M,90,2.0,12.0,0.453,0.679,Aston Villa,Man Utd
22.0,2022-01-15,Ollie Watkins,F,90,0.0,2.0,0.185,0.0,Aston Villa,Man Utd
22.0,2022-01-15,Bruno Miguel Borges Fernandes,M,88,3.0,14.0,0.35,0.088,Man Utd,Aston Villa
22.0,2022-01-15,Cristiano Ronaldo dos Santos Aveiro,F,0,0.0,0.0,,,Man Utd,Aston Villa
22.0,2022-01-16,Pelenda Joshua Dasilva,M,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Kaide Gordon,M,8,0.0,1.0,0.491,0.0,Liverpool,Brentford
22.0,2022-01-16,Tyler Morton,M,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Finley Stevens,D,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Dominic Thompson,D,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Charlie Goode,D,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Marcus Forss,F,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Mads Bech Sørensen,D,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Mads Bidstrup,M,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Frank Onyeka,M,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Kristoffer Ajer,D,90,0.0,0.0,0.0,0.101,Brentford,Liverpool
22.0,2022-01-16,David Raya Martin,G,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Konstantinos Tsimikas,D,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Neco Williams,D,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Caoimhin Kelleher,G,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Harvey Elliott,M,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Mathias Jensen,M,15,0.0,1.0,0.0,0.052,Brentford,Liverpool
22.0,2022-01-16,Ibrahima Konaté,D,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Álvaro Fernández,G,90,0.0,4.0,0.0,0.0,Brentford,Liverpool
22.0,2022-01-16,Jonas Lössl,G,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Alisson Ramses Becker,G,90,0.0,6.0,0.0,0.0,Liverpool,Brentford
22.0,2022-01-16,Joseph Gomez,D,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,James Milner,M,12,0.0,1.0,0.0,0.078,Liverpool,Brentford
22.0,2022-01-16,Shandon Baptiste,M,67,0.0,2.0,0.0,0.0,Brentford,Liverpool
22.0,2022-01-16,Mads Roerslev Rasmussen,D,90,0.0,1.0,0.0,0.014,Brentford,Liverpool
22.0,2022-01-16,Ethan Pinnock,D,90,0.0,1.0,0.0,0.0,Brentford,Liverpool
22.0,2022-01-16,Saman Ghoddos,M,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Curtis Jones,M,90,0.0,3.0,0.066,0.0,Liverpool,Brentford
22.0,2022-01-16,Mathias Jorgensen,D,0,0.0,0.0,,,Brentford,Liverpool
22.0,2022-01-16,Pontus Jansson,D,90,0.0,1.0,0.0,0.0,Brentford,Liverpool
22.0,2022-01-16,Andrew Robertson,D,90,3.0,12.0,0.054,0.408,Liverpool,Brentford
22.0,2022-01-16,Joel Matip,D,90,0.0,6.0,0.184,0.0,Liverpool,Brentford
22.0,2022-01-16,Thiago Alcántara do Nascimento,M,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Vitaly Janelt,M,90,0.0,2.0,0.014,0.0,Brentford,Liverpool
22.0,2022-01-16,Rico Henry,D,48,0.0,1.0,0.0,0.0,Brentford,Liverpool
22.0,2022-01-16,Takumi Minamino,M,16,0.0,6.0,0.644,0.491,Liverpool,Brentford
22.0,2022-01-16,Christian Nørgaard,M,90,0.0,2.0,0.0,0.104,Brentford,Liverpool
22.0,2022-01-16,Naby Keita,M,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Trent Alexander-Arnold,D,90,1.0,10.0,0.183,0.642,Liverpool,Brentford
22.0,2022-01-16,Sergi Canós,M,41,0.0,1.0,0.096,0.0,Brentford,Liverpool
22.0,2022-01-16,Alex Oxlade-Chamberlain,M,73,0.0,8.0,0.361,0.189,Liverpool,Brentford
22.0,2022-01-16,Jordan Henderson,M,90,0.0,3.0,0.0,0.087,Liverpool,Brentford
22.0,2022-01-16,Divock Origi,F,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Bryan Mbeumo,M,74,0.0,2.0,0.104,0.0,Brentford,Liverpool
22.0,2022-01-16,Yoane Wissa,M,22,0.0,1.0,0.0,0.096,Brentford,Liverpool
22.0,2022-01-16,Virgil van Dijk,D,90,0.0,6.0,0.159,0.0,Liverpool,Brentford
22.0,2022-01-16,Fabio Henrique Tavares,M,90,2.0,10.0,0.507,0.094,Liverpool,Brentford
22.0,2022-01-16,Roberto Firmino,F,77,0.0,5.0,0.069,0.654,Liverpool,Brentford
22.0,2022-01-16,Ivan Toney,F,90,0.0,2.0,0.164,0.0,Brentford,Liverpool
22.0,2022-01-16,Sadio Mané,M,0,0.0,0.0,,,Liverpool,Brentford
22.0,2022-01-16,Diogo Jota,M,81,0.0,3.0,0.777,0.0,Liverpool,Brentford
