gameweek,kickoff_date,fixture_id,completed,team,opponent,home,team_xG,team_xGA,proj_score,opponent_proj_score,avg_team_xG,avg_team_xGA
14.0,2021-12-01,135,1,Chelsea,Watford,0,0.91,0.98,2.18,0.76,2.267,2.267
14.0,2021-12-01,135,1,Watford,Chelsea,1,0.98,0.91,0.76,2.18,1.806,1.806
14.0,2021-12-01,136,1,Brighton,West Ham,0,1.43,1.13,0.96,1.51,1.322,1.322
14.0,2021-12-01,136,1,West Ham,Brighton,1,1.13,1.43,1.51,0.96,1.356,1.356
14.0,2021-12-01,137,1,Burnley,Wolves,0,0.25,0.75,1.09,1.44,1.336,1.336
14.0,2021-12-01,137,1,Wolves,Burnley,1,0.75,0.25,1.44,1.09,1.042,1.042
14.0,2021-11-30,138,1,Newcastle,Norwich,1,1.13,1.52,1.54,1.07,0.985,0.985
14.0,2021-11-30,138,1,Norwich,Newcastle,0,1.52,1.13,1.07,1.54,0.927,0.927
14.0,2021-12-01,139,1,Leicester,Southampton,0,1.57,1.91,1.35,1.46,1.412,1.412
14.0,2021-12-01,139,1,Southampton,Leicester,1,1.91,1.57,1.46,1.35,1.293,1.293
14.0,2021-12-02,140,1,Brentford,Spurs,0,0.32,2.54,1.14,1.58,1.561,1.561
14.0,2021-12-02,140,1,Spurs,Brentford,1,2.54,0.32,1.58,1.14,1.473,1.473
15.0,2021-12-05,141,1,Aston Villa,Leicester,1,2.01,1.03,1.65,1.41,0.906,0.906
15.0,2021-12-05,141,1,Leicester,Aston Villa,0,1.03,2.01,1.41,1.65,1.444,1.444
15.0,2021-12-06,142,1,Arsenal,Everton,0,1.01,1.12,1.42,1.23,1.628,1.628
15.0,2021-12-06,142,1,Everton,Arsenal,1,1.12,1.01,1.23,1.42,1.069,1.069
15.0,2021-12-05,143,1,Brentford,Leeds,0,1.24,1.49,1.11,1.51,1.313,1.313
15.0,2021-12-05,143,1,Leeds,Brentford,1,1.49,1.24,1.51,1.11,1.324,1.324
15.0,2021-12-05,144,1,Crystal Palace,Man Utd,0,0.57,0.98,1.02,1.89,1.267,1.267
15.0,2021-12-05,144,1,Man Utd,Crystal Palace,1,0.98,0.57,1.89,1.02,1.465,1.465
15.0,2021-12-04,145,1,Burnley,Newcastle,0,0.63,1.55,1.48,1.41,1.119,1.119
15.0,2021-12-04,145,1,Newcastle,Burnley,1,1.55,0.63,1.41,1.48,1.014,1.014
15.0,2021-12-04,146,1,Brighton,Southampton,0,1.57,1.23,1.18,1.12,1.344,1.344
15.0,2021-12-04,146,1,Southampton,Brighton,1,1.23,1.57,1.12,1.18,1.417,1.417
15.0,2021-12-05,147,1,Norwich,Spurs,0,1.23,2.12,0.83,1.71,1.045,1.045
15.0,2021-12-05,147,1,Spurs,Norwich,1,2.12,1.23,1.71,0.83,1.686,1.686
15.0,2021-12-04,148,1,Man City,Watford,0,3.68,0.88,2.6,0.74,2.17,2.17
15.0,2021-12-04,148,1,Watford,Man City,1,0.88,3.68,0.74,2.6,1.641,1.641
15.0,2021-12-04,149,1,Chelsea,West Ham,0,1.37,2.01,1.65,1.09,1.996,1.996
15.0,2021-12-04,149,1,West Ham,Chelsea,1,2.01,1.37,1.09,1.65,1.311,1.311
15.0,2021-12-04,150,1,Liverpool,Wolves,0,2.66,0.12,2.31,0.81,2.836,2.836
15.0,2021-12-04,150,1,Wolves,Liverpool,1,0.12,2.66,0.81,2.31,0.984,0.984
16.0,2021-12-11,151,1,Arsenal,Southampton,1,2.02,0.5,1.59,0.98,1.504,1.504
16.0,2021-12-11,151,1,Southampton,Arsenal,0,0.5,2.02,0.98,1.59,1.379,1.379
16.0,2021-12-10,152,1,Brentford,Watford,1,1.96,0.73,1.57,1.21,1.298,1.298
16.0,2021-12-10,152,1,Watford,Brentford,0,0.73,1.96,1.21,1.57,1.489,1.489
29.0,2022-03-16,153,1,Brighton,Spurs,1,1.24,1.92,1.22,1.51,1.146,1.146
29.0,2022-03-16,153,1,Spurs,Brighton,0,1.92,1.24,1.51,1.22,2.181,2.181
16.0,2021-12-12,154,1,Burnley,West Ham,1,0.76,1.0,1.19,1.65,1.021,1.021
16.0,2021-12-12,154,1,West Ham,Burnley,0,1.0,0.76,1.65,1.19,1.451,1.451
16.0,2021-12-11,155,1,Chelsea,Leeds,1,2.88,1.83,2.13,0.73,1.871,1.871
16.0,2021-12-11,155,1,Leeds,Chelsea,0,1.83,2.88,0.73,2.13,1.357,1.357
16.0,2021-12-12,156,1,Crystal Palace,Everton,1,2.1,1.15,1.38,1.13,1.128,1.128
16.0,2021-12-12,156,1,Everton,Crystal Palace,0,1.15,2.1,1.13,1.38,1.08,1.08
16.0,2021-12-12,157,1,Leicester,Newcastle,1,2.1,0.67,1.91,1.2,1.361,1.361
16.0,2021-12-12,157,1,Newcastle,Leicester,0,0.67,2.1,1.2,1.91,1.121,1.121
16.0,2021-12-11,158,1,Aston Villa,Liverpool,0,0.18,2.84,0.76,2.77,1.127,1.127
16.0,2021-12-11,158,1,Liverpool,Aston Villa,1,2.84,0.18,2.77,0.76,2.801,2.801
16.0,2021-12-11,159,1,Man City,Wolves,1,3.23,0.24,2.37,0.38,2.472,2.472
16.0,2021-12-11,159,1,Wolves,Man City,0,0.24,3.23,0.38,2.37,0.811,0.811
16.0,2021-12-11,160,1,Man Utd,Norwich,0,2.15,1.12,1.83,0.99,1.368,1.368
16.0,2021-12-11,160,1,Norwich,Man Utd,1,1.12,2.15,0.99,1.83,1.082,1.082
17.0,2021-12-15,161,1,Arsenal,West Ham,1,2.83,0.41,1.41,1.23,1.608,1.608
17.0,2021-12-15,161,1,West Ham,Arsenal,0,0.41,2.83,1.23,1.41,1.361,1.361
22.0,2022-01-19,162,1,Brentford,Man Utd,1,2.29,1.82,1.23,1.58,0.838,0.838
22.0,2022-01-19,162,1,Man Utd,Brentford,0,1.82,2.29,1.58,1.23,1.463,1.463
17.0,2021-12-15,163,1,Brighton,Wolves,1,1.37,1.18,1.26,0.76,1.389,1.389
17.0,2021-12-15,163,1,Wolves,Brighton,0,1.18,1.37,0.76,1.26,0.697,0.697
23.0,2022-02-05,164,1,Burnley,Watford,1,0.67,0.98,1.56,1.1,0.9,0.9
23.0,2022-02-05,164,1,Watford,Burnley,0,0.98,0.67,1.1,1.56,1.286,1.286
17.0,2021-12-15,165,1,Crystal Palace,Southampton,1,1.77,0.67,1.41,1.08,1.322,1.322
17.0,2021-12-15,165,1,Southampton,Crystal Palace,0,0.67,1.77,1.08,1.41,1.203,1.203
22.0,2022-01-19,166,1,Leicester,Spurs,1,2.0,4.45,1.44,1.73,1.505,1.505
22.0,2022-01-19,166,1,Spurs,Leicester,0,4.45,2.0,1.73,1.44,2.513,2.513
17.0,2021-12-14,167,1,Aston Villa,Norwich,0,1.64,0.64,1.45,1.12,0.937,0.937
17.0,2021-12-14,167,1,Norwich,Aston Villa,1,0.64,1.64,1.12,1.45,1.09,1.09
17.0,2021-12-16,168,1,Chelsea,Everton,1,3.48,0.66,2.22,0.77,2.073,2.073
17.0,2021-12-16,168,1,Everton,Chelsea,0,0.66,3.48,0.77,2.22,1.094,1.094
17.0,2021-12-16,169,1,Liverpool,Newcastle,1,3.68,0.21,3.16,0.59,2.809,2.809
17.0,2021-12-16,169,1,Newcastle,Liverpool,0,0.21,3.68,0.59,3.16,1.031,1.031
17.0,2021-12-14,170,1,Leeds,Man City,0,0.26,3.81,0.59,2.64,1.452,1.452
17.0,2021-12-14,170,1,Man City,Leeds,1,3.81,0.26,2.64,0.59,2.623,2.623
37.0,2022-05-19,171,0,Aston Villa,Burnley,1,,,1.55,0.87,1.242,1.242
37.0,2022-05-19,171,0,Burnley,Aston Villa,0,,,0.87,1.55,1.425,1.425
33.0,2022-04-20,172,1,Everton,Leicester,1,1.87,0.81,1.46,1.37,0.963,0.963
33.0,2022-04-20,172,1,Leicester,Everton,0,0.81,1.87,1.37,1.46,0.944,0.944
18.0,2021-12-18,173,1,Arsenal,Leeds,0,3.75,1.57,1.56,1.16,1.852,1.852
18.0,2021-12-18,173,1,Leeds,Arsenal,1,1.57,3.75,1.16,1.56,1.213,1.213
25.0,2022-02-15,174,1,Brighton,Man Utd,0,1.12,2.83,1.12,1.42,1.448,1.448
25.0,2022-02-15,174,1,Man Utd,Brighton,1,2.83,1.12,1.42,1.12,1.763,1.763
18.0,2021-12-19,175,1,Man City,Newcastle,0,3.24,0.28,2.9,0.68,2.861,2.861
18.0,2021-12-19,175,1,Newcastle,Man City,1,0.28,3.24,0.68,2.9,0.867,0.867
21.0,2022-01-11,176,1,Brentford,Southampton,0,0.73,1.78,1.17,1.39,0.998,0.998
21.0,2022-01-11,176,1,Southampton,Brentford,1,1.78,0.73,1.39,1.17,0.966,0.966
18.0,2021-12-19,177,1,Liverpool,Spurs,0,1.47,3.39,2.42,1.0,2.983,2.983
18.0,2021-12-19,177,1,Spurs,Liverpool,1,3.39,1.47,1.0,2.42,1.773,1.773
26.0,2022-02-23,178,1,Crystal Palace,Watford,0,0.86,1.75,1.3,1.21,1.159,1.159
26.0,2022-02-23,178,1,Watford,Crystal Palace,1,1.75,0.86,1.21,1.3,1.129,1.129
21.0,2022-01-12,179,1,Norwich,West Ham,0,0.25,2.28,0.75,2.05,0.825,0.825
21.0,2022-01-12,179,1,West Ham,Norwich,1,2.28,0.25,2.05,0.75,1.67,1.67
18.0,2021-12-19,180,1,Chelsea,Wolves,0,0.87,0.36,1.68,0.84,2.354,2.354
18.0,2021-12-19,180,1,Wolves,Chelsea,1,0.36,0.87,0.84,1.68,0.794,0.794
19.0,2021-12-26,181,1,Aston Villa,Chelsea,1,0.44,2.68,1.03,1.82,1.078,1.078
19.0,2021-12-26,181,1,Chelsea,Aston Villa,0,2.68,0.44,1.82,1.03,2.057,2.057
19.0,2021-12-26,182,1,Brentford,Brighton,0,0.83,0.79,0.95,1.46,1.43,1.43
19.0,2021-12-26,182,1,Brighton,Brentford,1,0.79,0.83,1.46,0.95,1.385,1.385
31.0,2022-04-06,183,1,Burnley,Everton,1,2.12,2.35,1.22,1.02,0.736,0.736
31.0,2022-04-06,183,1,Everton,Burnley,0,2.35,2.12,1.02,1.22,0.799,0.799
26.0,2022-02-23,184,1,Leeds,Liverpool,0,0.14,5.21,0.76,2.98,1.384,1.384
26.0,2022-02-23,184,1,Liverpool,Leeds,1,5.21,0.14,2.98,0.76,2.784,2.784
19.0,2021-12-26,185,1,Leicester,Man City,0,2.52,3.8,0.67,2.87,1.509,1.509
19.0,2021-12-26,185,1,Man City,Leicester,1,3.8,2.52,2.87,0.67,2.937,2.937
19.0,2021-12-27,186,1,Man Utd,Newcastle,0,1.97,1.11,1.9,1.1,1.525,1.525
19.0,2021-12-27,186,1,Newcastle,Man Utd,1,1.11,1.97,1.1,1.9,0.749,0.749
19.0,2021-12-26,187,1,Arsenal,Norwich,0,2.62,0.17,1.82,0.81,2.232,2.232
19.0,2021-12-26,187,1,Norwich,Arsenal,1,0.17,2.62,0.81,1.82,1.0,1.0
19.0,2021-12-26,188,1,Crystal Palace,Spurs,0,0.26,3.1,1.09,1.59,1.412,1.412
19.0,2021-12-26,188,1,Spurs,Crystal Palace,1,3.1,0.26,1.59,1.09,2.096,2.096
19.0,2021-12-26,189,1,Southampton,West Ham,0,1.19,1.57,0.97,1.67,1.097,1.097
19.0,2021-12-26,189,1,West Ham,Southampton,1,1.57,1.19,1.67,0.97,1.17,1.17
28.0,2022-03-10,190,1,Watford,Wolves,0,0.56,1.37,0.89,1.36,1.177,1.177
28.0,2022-03-10,190,1,Wolves,Watford,1,1.37,0.56,1.36,0.89,0.939,0.939
26.0,2022-02-24,191,1,Arsenal,Wolves,1,2.82,0.99,1.47,0.66,1.793,1.793
26.0,2022-02-24,191,1,Wolves,Arsenal,0,0.99,2.82,0.66,1.47,0.934,0.934
20.0,2021-12-29,192,1,Brentford,Man City,1,0.26,1.0,0.78,2.68,1.31,1.31
20.0,2021-12-29,192,1,Man City,Brentford,0,1.0,0.26,2.68,0.78,3.109,3.109
20.0,2021-12-29,193,1,Brighton,Chelsea,0,0.99,0.71,0.71,1.81,1.266,1.266
20.0,2021-12-29,193,1,Chelsea,Brighton,1,0.71,0.99,1.81,0.71,2.182,2.182
20.0,2021-12-28,194,1,Crystal Palace,Norwich,1,2.32,0.79,1.63,0.81,1.181,1.181
20.0,2021-12-28,194,1,Norwich,Crystal Palace,0,0.79,2.32,0.81,1.63,0.834,0.834
29.0,2022-03-17,195,1,Everton,Newcastle,1,0.82,0.84,1.41,1.1,0.799,0.799
29.0,2022-03-17,195,1,Newcastle,Everton,0,0.84,0.82,1.1,1.41,1.156,1.156
28.0,2022-03-10,196,1,Aston Villa,Leeds,0,1.28,0.21,1.49,1.44,1.466,1.466
28.0,2022-03-10,196,1,Leeds,Aston Villa,1,0.21,1.28,1.44,1.49,1.397,1.397
20.0,2021-12-28,197,1,Leicester,Liverpool,1,0.68,3.59,1.23,2.71,1.711,1.711
20.0,2021-12-28,197,1,Liverpool,Leicester,0,3.59,0.68,2.71,1.23,2.68,2.68
20.0,2021-12-30,198,1,Burnley,Man Utd,0,1.1,1.94,0.98,1.89,0.969,0.969
20.0,2021-12-30,198,1,Man Utd,Burnley,1,1.94,1.1,1.89,0.98,1.614,1.614
20.0,2021-12-28,199,1,Southampton,Spurs,1,0.37,3.18,1.22,1.58,1.115,1.115
20.0,2021-12-28,199,1,Spurs,Southampton,0,3.18,0.37,1.58,1.22,2.297,2.297
20.0,2021-12-28,200,1,Watford,West Ham,1,1.25,2.75,1.27,1.56,1.337,1.337
20.0,2021-12-28,200,1,West Ham,Watford,0,2.75,1.25,1.56,1.27,1.25,1.25
21.0,2022-01-01,201,1,Arsenal,Man City,1,0.78,2.17,1.14,1.93,2.309,2.309
21.0,2022-01-01,201,1,Man City,Arsenal,0,2.17,0.78,1.93,1.14,2.687,2.687
21.0,2022-01-02,202,1,Aston Villa,Brentford,0,1.22,0.59,1.28,1.33,0.95,0.95
21.0,2022-01-02,202,1,Brentford,Aston Villa,1,0.59,1.22,1.33,1.28,1.1,1.1
21.0,2022-01-02,203,1,Chelsea,Liverpool,1,1.63,1.71,1.5,1.77,1.887,1.887
21.0,2022-01-02,203,1,Liverpool,Chelsea,0,1.71,1.63,1.77,1.5,2.862,2.862
21.0,2022-01-01,204,1,Crystal Palace,West Ham,1,3.07,2.15,1.26,1.47,1.409,1.409
21.0,2022-01-01,204,1,West Ham,Crystal Palace,0,2.15,3.07,1.47,1.26,1.55,1.55
21.0,2022-01-02,205,1,Brighton,Everton,0,1.5,1.85,1.24,1.16,1.211,1.211
21.0,2022-01-02,205,1,Everton,Brighton,1,1.85,1.5,1.16,1.24,1.007,1.007
21.0,2022-01-02,206,1,Burnley,Leeds,0,1.11,1.94,1.25,1.55,0.995,0.995
21.0,2022-01-02,206,1,Leeds,Burnley,1,1.94,1.11,1.55,1.25,1.285,1.285
36.0,2022-05-11,207,0,Leicester,Norwich,1,,,1.87,0.92,0.79,0.79
36.0,2022-05-11,207,0,Norwich,Leicester,0,,,0.92,1.87,1.018,1.018
21.0,2022-01-03,208,1,Man Utd,Wolves,1,0.88,0.87,1.58,0.8,1.679,1.679
21.0,2022-01-03,208,1,Wolves,Man Utd,0,0.87,0.88,0.8,1.58,0.707,0.707
28.0,2022-03-10,209,1,Newcastle,Southampton,0,0.91,1.9,1.16,1.57,1.495,1.495
28.0,2022-03-10,209,1,Southampton,Newcastle,1,1.9,0.91,1.57,1.16,1.664,1.664
21.0,2022-01-01,210,1,Spurs,Watford,0,2.67,0.35,1.8,1.17,2.474,2.474
21.0,2022-01-01,210,1,Watford,Spurs,1,0.35,2.67,1.17,1.8,1.32,1.32
22.0,2022-01-15,211,1,Aston Villa,Man Utd,1,2.02,1.24,1.36,1.49,1.004,1.004
22.0,2022-01-15,211,1,Man Utd,Aston Villa,0,1.24,2.02,1.49,1.36,1.519,1.519
22.0,2022-01-14,212,1,Brighton,Crystal Palace,1,2.21,0.52,1.52,1.01,1.269,1.269
22.0,2022-01-14,212,1,Crystal Palace,Brighton,0,0.52,2.21,1.01,1.52,1.741,1.741
27.0,2022-03-01,213,1,Burnley,Leicester,1,1.31,1.68,1.47,1.4,0.861,0.861
27.0,2022-03-01,213,1,Leicester,Burnley,0,1.68,1.31,1.4,1.47,1.4,1.4
22.0,2022-01-16,214,1,Brentford,Liverpool,0,0.41,3.36,0.68,2.78,0.945,0.945
22.0,2022-01-16,214,1,Liverpool,Brentford,1,3.36,0.41,2.78,0.68,2.632,2.632
22.0,2022-01-15,215,1,Chelsea,Man City,0,0.55,0.92,1.05,1.99,1.836,1.836
22.0,2022-01-15,215,1,Man City,Chelsea,1,0.92,0.55,1.99,1.05,2.584,2.584
22.0,2022-01-15,216,1,Newcastle,Watford,1,1.34,1.6,1.43,1.3,0.822,0.822
22.0,2022-01-15,216,1,Watford,Newcastle,0,1.6,1.34,1.3,1.43,1.126,1.126
22.0,2022-01-15,217,1,Everton,Norwich,0,0.74,1.07,1.53,1.07,1.176,1.176
22.0,2022-01-15,217,1,Norwich,Everton,1,1.07,0.74,1.07,1.53,0.71,0.71
36.0,2022-05-12,218,0,Arsenal,Spurs,0,,,1.39,1.53,1.892,1.892
36.0,2022-05-12,218,0,Spurs,Arsenal,1,,,1.53,1.39,1.751,1.751
22.0,2022-01-16,219,1,Leeds,West Ham,0,2.0,2.33,1.15,1.88,1.416,1.416
22.0,2022-01-16,219,1,West Ham,Leeds,1,2.33,2.0,1.88,1.15,1.792,1.792
22.0,2022-01-15,220,1,Southampton,Wolves,0,0.97,2.27,0.89,1.26,1.129,1.129
22.0,2022-01-15,220,1,Wolves,Southampton,1,2.27,0.97,1.26,0.89,0.739,0.739
23.0,2022-01-23,221,1,Arsenal,Burnley,1,1.57,0.43,1.96,0.79,2.003,2.003
23.0,2022-01-23,221,1,Burnley,Arsenal,0,0.43,1.57,0.79,1.96,1.018,1.018
23.0,2022-01-22,222,1,Brentford,Wolves,1,0.94,0.24,1.09,1.08,1.128,1.128
23.0,2022-01-22,222,1,Wolves,Brentford,0,0.24,0.94,1.08,1.09,1.046,1.046
23.0,2022-01-23,223,1,Chelsea,Spurs,1,1.21,0.39,1.7,1.14,1.381,1.381
23.0,2022-01-23,223,1,Spurs,Chelsea,0,0.39,1.21,1.14,1.7,2.9,2.9
23.0,2022-01-23,224,1,Crystal Palace,Liverpool,1,1.7,1.49,0.97,2.55,1.497,1.497
23.0,2022-01-23,224,1,Liverpool,Crystal Palace,0,1.49,1.7,2.55,0.97,2.777,2.777
23.0,2022-01-22,225,1,Aston Villa,Everton,0,0.92,1.54,1.39,1.42,1.207,1.207
23.0,2022-01-22,225,1,Everton,Aston Villa,1,1.54,0.92,1.42,1.39,1.088,1.088
23.0,2022-01-22,226,1,Leeds,Newcastle,1,1.22,1.19,1.76,1.14,1.533,1.533
23.0,2022-01-22,226,1,Newcastle,Leeds,0,1.19,1.22,1.14,1.76,0.925,0.925
23.0,2022-01-23,227,1,Brighton,Leicester,0,1.33,2.05,1.47,1.45,1.308,1.308
23.0,2022-01-23,227,1,Leicester,Brighton,1,2.05,1.33,1.45,1.47,1.604,1.604
23.0,2022-01-22,228,1,Man Utd,West Ham,1,1.55,0.32,1.73,1.44,1.535,1.535
23.0,2022-01-22,228,1,West Ham,Man Utd,0,0.32,1.55,1.44,1.73,1.9,1.9
23.0,2022-01-22,229,1,Man City,Southampton,0,1.94,1.16,2.51,0.76,2.251,2.251
23.0,2022-01-22,229,1,Southampton,Man City,1,1.16,1.94,0.76,2.51,1.097,1.097
23.0,2022-01-21,230,1,Norwich,Watford,0,0.92,1.55,0.94,1.54,0.782,0.782
23.0,2022-01-21,230,1,Watford,Norwich,1,1.55,0.92,1.54,0.94,1.22,1.22
24.0,2022-02-09,231,1,Aston Villa,Leeds,1,1.8,2.18,1.64,1.21,1.15,1.15
24.0,2022-02-09,231,1,Leeds,Aston Villa,0,2.18,1.8,1.21,1.64,1.47,1.47
22.0,2022-01-18,232,1,Brighton,Chelsea,1,0.71,0.59,1.0,1.51,1.457,1.457
22.0,2022-01-18,232,1,Chelsea,Brighton,0,0.59,0.71,1.51,1.0,1.579,1.579
24.0,2022-02-08,233,1,Burnley,Man Utd,1,0.82,1.79,1.18,1.58,0.854,0.854
24.0,2022-02-08,233,1,Man Utd,Burnley,0,1.79,0.82,1.58,1.18,1.538,1.538
24.0,2022-02-09,234,1,Crystal Palace,Norwich,0,1.21,0.48,1.45,1.1,1.538,1.538
24.0,2022-02-09,234,1,Norwich,Crystal Palace,1,0.48,1.21,1.1,1.45,0.81,0.81
24.0,2022-02-08,235,1,Watford,West Ham,0,0.37,1.02,1.04,1.84,1.225,1.225
24.0,2022-02-08,235,1,West Ham,Watford,1,1.02,0.37,1.84,1.04,1.584,1.584
24.0,2022-02-10,236,1,Arsenal,Wolves,0,1.45,0.78,1.28,0.88,1.917,1.917
24.0,2022-02-10,236,1,Wolves,Arsenal,1,0.78,1.45,0.88,1.28,0.884,0.884
24.0,2022-02-10,237,1,Leicester,Liverpool,0,0.43,2.8,1.0,2.96,1.693,1.693
24.0,2022-02-10,237,1,Liverpool,Leicester,1,2.8,0.43,2.96,1.0,2.52,2.52
24.0,2022-02-09,238,1,Brentford,Man City,0,0.55,1.99,0.46,2.72,1.091,1.091
24.0,2022-02-09,238,1,Man City,Brentford,1,1.99,0.55,2.72,0.46,2.189,2.189
24.0,2022-02-08,239,1,Everton,Newcastle,0,0.84,2.7,1.39,1.32,1.179,1.179
24.0,2022-02-08,239,1,Newcastle,Everton,1,2.7,0.84,1.32,1.39,0.978,0.978
24.0,2022-02-09,240,1,Southampton,Spurs,0,2.0,2.15,0.88,1.95,1.11,1.11
24.0,2022-02-09,240,1,Spurs,Southampton,1,2.15,2.0,1.95,0.88,2.398,2.398
25.0,2022-02-12,241,1,Brentford,Crystal Palace,1,1.8,0.57,1.36,1.27,0.982,0.982
25.0,2022-02-12,241,1,Crystal Palace,Brentford,0,0.57,1.8,1.27,1.36,1.472,1.472
25.0,2022-02-13,242,1,Burnley,Liverpool,1,1.21,2.51,0.85,2.5,0.847,0.847
25.0,2022-02-13,242,1,Liverpool,Burnley,0,2.51,1.21,2.5,0.85,2.576,2.576
33.0,2022-04-20,243,1,Arsenal,Chelsea,0,1.82,0.67,1.13,1.56,1.768,1.768
33.0,2022-04-20,243,1,Chelsea,Arsenal,1,0.67,1.82,1.56,1.13,2.045,2.045
25.0,2022-02-12,244,1,Everton,Leeds,1,2.25,0.29,1.61,1.43,1.111,1.111
25.0,2022-02-12,244,1,Leeds,Everton,0,0.29,2.25,1.43,1.61,1.612,1.612
25.0,2022-02-13,245,1,Leicester,West Ham,1,1.36,0.96,1.61,1.61,1.44,1.44
25.0,2022-02-13,245,1,West Ham,Leicester,0,0.96,1.36,1.61,1.61,1.471,1.471
25.0,2022-02-12,246,1,Man Utd,Southampton,1,2.46,0.69,1.85,1.08,1.588,1.588
25.0,2022-02-12,246,1,Southampton,Man Utd,0,0.69,2.46,1.08,1.85,1.288,1.288
25.0,2022-02-13,247,1,Aston Villa,Newcastle,0,0.56,0.45,1.42,1.33,1.28,1.28
25.0,2022-02-13,247,1,Newcastle,Aston Villa,1,0.45,0.56,1.33,1.42,1.323,1.323
25.0,2022-02-12,248,1,Man City,Norwich,0,4.76,0.4,2.58,0.53,2.149,2.149
25.0,2022-02-12,248,1,Norwich,Man City,1,0.4,4.76,0.53,2.58,0.744,0.744
25.0,2022-02-13,249,1,Spurs,Wolves,1,1.16,1.66,1.53,0.82,2.349,2.349
25.0,2022-02-13,249,1,Wolves,Spurs,0,1.66,1.16,0.82,1.53,0.864,0.864
25.0,2022-02-12,250,1,Brighton,Watford,0,1.99,0.58,1.4,1.03,1.312,1.312
25.0,2022-02-12,250,1,Watford,Brighton,1,0.58,1.99,1.03,1.4,1.054,1.054
26.0,2022-02-19,251,1,Arsenal,Brentford,1,1.67,0.65,1.84,0.71,1.823,1.823
26.0,2022-02-19,251,1,Brentford,Arsenal,0,0.65,1.67,0.71,1.84,1.146,1.146
26.0,2022-02-19,252,1,Aston Villa,Watford,1,1.15,1.81,1.66,0.95,1.136,1.136
26.0,2022-02-19,252,1,Watford,Aston Villa,0,1.81,1.15,0.95,1.66,0.959,0.959
26.0,2022-02-19,253,1,Brighton,Burnley,1,0.6,0.74,1.48,0.84,1.382,1.382
26.0,2022-02-19,253,1,Burnley,Brighton,0,0.74,0.6,0.84,1.48,0.92,0.92
26.0,2022-02-19,254,1,Chelsea,Crystal Palace,0,1.19,0.63,1.78,0.95,1.347,1.347
26.0,2022-02-19,254,1,Crystal Palace,Chelsea,1,0.63,1.19,0.95,1.78,1.292,1.292
26.0,2022-02-20,255,1,Leeds,Man Utd,1,1.53,2.42,1.33,1.8,1.348,1.348
26.0,2022-02-20,255,1,Man Utd,Leeds,0,2.42,1.53,1.8,1.33,1.976,1.976
26.0,2022-02-19,256,1,Liverpool,Norwich,1,3.67,0.54,2.94,0.4,2.563,2.563
26.0,2022-02-19,256,1,Norwich,Liverpool,0,0.54,3.67,0.4,2.94,0.675,0.675
26.0,2022-02-19,257,1,Man City,Spurs,1,2.54,2.23,2.46,0.79,2.671,2.671
26.0,2022-02-19,257,1,Spurs,Man City,0,2.23,2.54,0.79,2.46,2.111,2.111
26.0,2022-02-19,258,1,Everton,Southampton,0,0.27,2.44,1.28,1.54,1.339,1.339
26.0,2022-02-19,258,1,Southampton,Everton,1,2.44,0.27,1.54,1.28,1.168,1.168
26.0,2022-02-19,259,1,Newcastle,West Ham,0,1.19,0.89,1.0,1.72,1.148,1.148
26.0,2022-02-19,259,1,West Ham,Newcastle,1,0.89,1.19,1.72,1.0,1.369,1.369
26.0,2022-02-20,260,1,Leicester,Wolves,0,1.3,0.58,1.16,1.44,1.424,1.424
26.0,2022-02-20,260,1,Wolves,Leicester,1,0.58,1.3,1.44,1.16,1.023,1.023
29.0,2022-03-16,261,1,Arsenal,Liverpool,1,0.57,1.24,1.15,1.93,2.054,2.054
29.0,2022-03-16,261,1,Liverpool,Arsenal,0,1.24,0.57,1.93,1.15,2.981,2.981
27.0,2022-02-26,262,1,Brentford,Newcastle,1,0.57,2.33,1.4,1.07,1.047,1.047
27.0,2022-02-26,262,1,Newcastle,Brentford,0,2.33,0.57,1.07,1.4,1.156,1.156
27.0,2022-02-26,263,1,Aston Villa,Brighton,0,1.37,0.8,1.02,1.39,1.139,1.139
27.0,2022-02-26,263,1,Brighton,Aston Villa,1,0.8,1.37,1.39,1.02,1.226,1.226
37.0,2022-05-19,264,0,Chelsea,Leicester,1,,,2.18,0.8,1.936,1.936
37.0,2022-05-19,264,0,Leicester,Chelsea,0,,,0.8,2.18,0.79,0.79
27.0,2022-02-26,265,1,Burnley,Crystal Palace,0,0.22,0.99,1.03,1.36,1.021,1.021
27.0,2022-02-26,265,1,Crystal Palace,Burnley,1,0.99,0.22,1.36,1.03,1.099,1.099
27.0,2022-02-26,266,1,Everton,Man City,1,0.67,1.96,0.75,2.66,1.125,1.125
27.0,2022-02-26,266,1,Man City,Everton,0,1.96,0.67,2.66,0.75,2.645,2.645
27.0,2022-02-26,267,1,Leeds,Spurs,1,1.8,2.79,1.4,1.86,1.135,1.135
27.0,2022-02-26,267,1,Spurs,Leeds,0,2.79,1.8,1.86,1.4,1.868,1.868
27.0,2022-02-26,268,1,Man Utd,Watford,1,2.53,0.53,2.04,0.84,2.065,2.065
27.0,2022-02-26,268,1,Watford,Man Utd,0,0.53,2.53,0.84,2.04,1.254,1.254
27.0,2022-02-25,269,1,Norwich,Southampton,0,0.44,2.97,0.86,1.7,0.648,0.648
27.0,2022-02-25,269,1,Southampton,Norwich,1,2.97,0.44,1.7,0.86,1.423,1.423
