player_id,fixture_id,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,xP
7,81,0.253,0.092,0.0,0.31,0.0,1.062
7,93,0.158,0.057,0.0,0.217,0.0,0.73
7,101,0.224,0.081,0.0,0.449,0.0,0.551
7,114,0.12,0.044,0.0,0.094,0.0,0.226
7,121,0.265,0.096,0.0,0.375,0.0,0.274
7,134,0.141,0.051,0.0,0.206,0.0,0.24
7,142,0.166,0.06,0.0,0.292,0.0,0.0
7,151,0.159,0.06,0.0,0.375,0.0,1.297
7,161,0.145,0.039,0.0,0.292,0.0,1.734
7,173,0.329,0.03,0.0,0.313,0.0,2.672
7,187,0.314,0.374,0.0,0.445,0.0,3.133
7,191,0.131,0.229,0.0,0.517,0.0,2.877
7,201,0.153,0.222,0.0,0.145,0.0,2.52
7,218,0.158,0.126,0.402,0.217,0.0,2.902
7,221,0.24,0.352,0.0,0.454,0.0,3.046
7,236,0.164,0.24,0.0,0.415,0.0,2.537
7,243,0.147,0.15,0.319,0.21,0.0,2.825
7,251,0.202,0.291,0.0,0.492,0.0,2.984
7,261,0.188,0.252,0.0,0.145,0.0,2.585
7,279,0.184,0.282,0.0,0.427,0.0,2.893
7,281,0.239,0.318,0.0,0.368,0.0,2.925
7,291,0.251,0.329,0.0,0.323,0.0,2.903
7,304,0.22,0.341,0.0,0.379,0.0,2.941
7,311,0.225,0.311,0.0,0.482,0.0,3.017
7,326,0.196,0.253,0.397,0.361,0.0,3.206
7,331,0.248,0.191,0.255,0.379,0.0,3.074
7,349,0.192,0.153,0.402,0.346,0.0,3.093
7,351,0.24,0.191,0.402,0.387,0.0,3.219
7,365,0.167,0.133,0.402,0.343,0.0,3.045
7,371,0.218,0.174,0.402,0.463,0.0,3.256
8,1,,,,,,
8,18,0.175,0.0,0.0,0.938,-0.343,2.77
8,24,0.106,0.172,0.0,0.475,-0.525,2.229
8,31,0.297,0.485,0.0,1.744,-0.168,4.358
8,43,0.188,0.308,0.0,1.181,-0.278,2.379
8,51,0.2,0.328,0.0,1.09,-0.301,1.659
8,61,0.15,0.246,0.0,1.158,-0.284,1.308
8,71,0.23,0.376,0.0,1.594,-0.193,1.202
8,81,0.208,0.339,0.0,1.241,-0.264,0.705
8,93,0.13,0.212,0.0,0.866,-0.365,0.284
8,101,0.184,0.3,0.0,1.797,-0.16,0.412
8,114,0.099,0.161,0.0,0.378,-0.584,0.205
8,121,0.217,0.355,0.0,1.501,-0.21,0.0
8,134,0.116,0.19,0.0,0.824,-0.378,0.0
8,142,0.136,0.222,0.0,1.169,-0.281,0.0
8,151,0.165,0.27,0.0,1.501,-0.21,0.0
8,161,0.137,0.224,0.0,1.169,-0.281,0.0
8,173,0.131,0.215,0.0,1.254,-0.261,0.0
8,187,0.127,0.208,0.0,1.779,-0.162,0.0
8,191,0.128,0.209,0.0,2.067,-0.121,0.0
8,201,0.077,0.126,0.0,0.581,-0.472,0.0
8,218,0.115,0.187,0.0,0.866,-0.365,0.0
8,221,0.153,0.25,0.0,1.815,-0.157,0.0
8,236,0.104,0.17,0.0,1.659,-0.182,0.0
8,243,0.1,0.163,0.0,0.841,-0.373,0.0
8,251,0.157,0.257,0.0,1.967,-0.135,0.0
8,261,0.087,0.143,0.0,0.581,-0.472,0.0
8,279,0.144,0.235,0.0,1.71,-0.174,0.0
8,281,0.182,0.297,0.0,1.472,-0.216,0.0
8,291,0.131,0.213,0.0,1.292,-0.253,0.0
8,304,0.143,0.234,0.0,1.516,-0.208,0.0
8,311,0.163,0.267,0.0,1.928,-0.14,0.0
8,326,0.161,0.263,0.0,1.442,-0.222,0.0
8,331,0.158,0.258,0.0,1.516,-0.208,0.0
8,349,0.139,0.228,0.0,1.386,-0.233,0.0
8,351,0.174,0.284,0.0,1.547,-0.202,0.0
8,365,0.121,0.198,0.0,1.372,-0.236,0.0
8,371,0.158,0.259,0.0,1.852,-0.151,0.0
9,1,,,,,,
9,18,0.0,0.0,0.0,0.0,0.0,0.0
9,24,0.0,0.0,0.0,0.0,0.0,0.0
9,31,0.0,0.0,0.0,0.0,0.0,0.0
9,43,0.0,0.0,0.0,0.0,0.0,0.0
9,51,0.0,0.0,0.0,0.0,0.0,0.0
9,61,0.0,0.0,0.0,0.0,0.0,0.0
9,71,0.0,0.0,0.0,0.0,0.0,0.0
9,81,0.0,0.0,0.0,0.0,0.0,0.0
9,93,0.0,0.0,0.0,0.0,0.0,0.0
9,101,0.0,0.0,0.0,0.0,0.0,0.0
9,114,0.0,0.0,0.0,0.0,0.0,0.0
9,121,0.0,0.0,0.0,0.0,0.0,0.0
9,134,0.0,0.0,0.0,0.0,0.0,0.0
9,142,0.0,0.0,0.0,0.0,0.0,0.0
9,151,0.0,0.0,0.0,0.0,0.0,0.0
9,161,0.0,0.0,0.0,0.0,0.0,0.0
9,173,0.0,0.0,0.0,0.0,0.0,0.0
9,187,0.0,0.0,0.0,0.0,0.0,0.0
9,191,0.0,0.0,0.0,0.0,0.0,0.0
9,201,0.0,0.0,0.0,0.0,0.0,0.0
9,218,0.0,0.0,0.0,0.0,0.0,0.0
9,221,0.0,0.0,0.0,0.0,0.0,0.0
9,236,0.0,0.0,0.0,0.0,0.0,0.0
9,243,0.0,0.0,0.0,0.0,0.0,0.0
9,251,0.0,0.0,0.0,0.0,0.0,0.0
9,261,0.0,0.0,0.0,0.0,0.0,0.0
9,279,0.0,0.0,0.0,0.0,0.0,0.0
9,281,0.0,0.0,0.0,0.0,0.0,0.0
9,291,0.0,0.0,0.0,0.0,0.0,0.0
9,304,0.0,0.0,0.0,0.0,0.0,0.0
9,311,0.0,0.0,0.0,0.0,0.0,0.0
9,326,0.0,0.0,0.0,0.0,0.0,0.0
9,331,0.0,0.0,0.0,0.0,0.0,0.0
9,349,0.0,0.0,0.0,0.0,0.0,0.0
9,351,0.0,0.0,0.0,0.0,0.0,0.0
9,365,0.0,0.0,0.0,0.0,0.0,0.0
9,371,0.0,0.0,0.0,0.0,0.0,0.0
10,1,,,,,,
10,18,,,,,,
10,24,,,,,,
10,31,,,,,,
10,43,,,,,,
10,51,,,,,,
10,61,,,,,,
10,71,,,,,,
10,81,,,,,,
10,93,,,,,,
10,101,,,,,,
10,114,,,,,,
10,121,,,,,,
10,134,,,,,,
10,142,,,,,,
10,151,,,,,,
10,161,,,,,,
10,171,0.187,0.0,0.131,1.676,-0.179,1.144
10,173,,,,,,
10,187,,,,,,
10,196,0.0,0.0,0.0,0.948,-0.34,2.086
10,201,,,,,,
10,221,,,,,,
10,231,0.0,0.0,0.0,0.0,0.0,0.0
10,247,0.0,0.0,0.0,1.058,-0.309,0.0
10,252,0.0,0.0,0.0,1.547,-0.202,1.672
10,263,0.0,0.0,0.0,0.996,-0.326,2.136
10,271,0.0,0.0,0.0,1.193,-0.276,1.459
10,290,0.047,0.0,0.397,0.977,-0.331,3.089
10,291,0.12,0.0,0.319,0.92,-0.348,3.011
10,310,0.14,0.0,0.255,1.305,-0.25,2.761
10,312,0.141,0.0,0.205,0.702,-0.422,1.576
10,321,0.117,0.0,0.131,0.536,-0.493,0.687
10,337,0.154,0.0,0.164,0.986,-0.329,1.19
10,341,0.231,0.0,0.131,1.889,-0.146,1.232
10,354,0.168,0.0,0.131,1.414,-0.228,1.046
10,361,0.165,0.0,0.131,1.442,-0.222,1.055
10,379,0.079,0.0,0.131,0.48,-0.522,0.65
11,1,,,,,,
11,18,0.0,0.0,0.0,0.0,0.0,0.0
11,24,0.0,0.0,0.0,0.0,0.0,0.0
11,31,0.0,0.0,0.0,1.744,-0.168,1.788
11,43,0.0,0.0,0.0,1.181,-0.278,0.871
11,51,0.0,0.0,0.0,1.09,-0.301,0.558
11,61,0.0,0.0,0.0,1.158,-0.284,0.575
11,71,0.0,0.0,0.0,1.594,-0.193,0.34
11,81,0.0,0.0,0.0,1.241,-0.264,0.298
11,93,0.0,0.0,0.0,0.866,-0.365,0.25
11,101,0.0,0.0,0.0,1.797,-0.16,0.0
11,114,0.0,0.0,0.0,0.378,-0.584,0.0
11,121,0.0,0.0,0.0,1.501,-0.21,0.0
11,134,0.0,0.0,0.0,0.824,-0.378,0.0
11,142,0.0,0.0,0.0,1.169,-0.281,0.0
11,151,0.0,0.0,0.0,1.501,-0.21,0.0
