fpl_id,understat_id,gameweek,kickoff_date,completed,home_team,away_team,home_score,away_score,home_proj_score,away_proj_score,home_xG,away_xG
261,16636,29.0,2022-03-16,1,Arsenal,Liverpool,0.0,2.0,1.15,1.93,0.57,1.24
262,16637,27.0,2022-02-26,1,Brentford,Newcastle,0.0,2.0,1.4,1.07,0.57,2.33
263,16638,27.0,2022-02-26,1,Brighton,Aston Villa,0.0,2.0,1.39,1.02,0.8,1.37
264,16639,37.0,2022-05-19,0,Chelsea,Leicester,,,2.18,0.8,,
265,16640,27.0,2022-02-26,1,Crystal Palace,Burnley,1.0,1.0,1.36,1.03,0.99,0.22
266,16641,27.0,2022-02-26,1,Everton,Man City,0.0,1.0,0.75,2.66,0.67,1.96
267,16642,27.0,2022-02-26,1,Leeds,Spurs,0.0,4.0,1.4,1.86,1.8,2.79
268,16643,27.0,2022-02-26,1,Man Utd,Watford,0.0,0.0,2.04,0.84,2.53,0.53
269,16644,27.0,2022-02-25,1,Southampton,Norwich,2.0,0.0,1.7,0.86,2.97,0.44
270,16645,27.0,2022-02-27,1,West Ham,Wolves,1.0,0.0,1.31,1.0,1.53,1.06
271,16646,28.0,2022-03-05,1,Aston Villa,Southampton,4.0,0.0,1.47,1.21,2.59,1.39
272,16647,28.0,2022-03-05,1,Burnley,Chelsea,0.0,4.0,0.82,1.67,0.83,1.92
273,16648,28.0,2022-03-05,1,Leicester,Leeds,1.0,0.0,1.99,1.48,0.32,1.91
274,16649,28.0,2022-03-05,1,Liverpool,West Ham,1.0,0.0,2.58,0.76,2.43,1.54
275,16650,28.0,2022-03-06,1,Man City,Man Utd,4.0,1.0,2.36,0.83,3.42,0.48
276,16651,28.0,2022-03-05,1,Newcastle,Brighton,2.0,1.0,1.17,1.19,1.91,1.74
277,16652,28.0,2022-03-05,1,Norwich,Brentford,1.0,3.0,1.03,1.36,0.93,2.24
278,16653,28.0,2022-03-07,1,Spurs,Everton,5.0,0.0,1.93,1.04,3.11,0.27
279,16654,28.0,2022-03-06,1,Watford,Arsenal,2.0,3.0,0.85,1.84,1.45,0.93
280,16655,28.0,2022-03-05,1,Wolves,Crystal Palace,0.0,2.0,1.21,0.93,0.82,2.37
281,16656,29.0,2022-03-13,1,Arsenal,Leicester,2.0,0.0,2.08,1.0,3.13,0.52
282,16657,29.0,2022-03-12,1,Brentford,Burnley,2.0,0.0,1.28,1.05,1.83,0.77
283,16658,29.0,2022-03-12,1,Brighton,Liverpool,0.0,2.0,0.84,2.13,0.69,2.5
284,16659,29.0,2022-03-13,1,Chelsea,Newcastle,1.0,0.0,2.14,0.62,1.15,0.27
285,16660,29.0,2022-03-14,1,Crystal Palace,Man City,0.0,0.0,0.71,2.35,0.45,2.33
286,16661,29.0,2022-03-13,1,Everton,Wolves,0.0,1.0,1.21,1.1,0.47,0.75
287,16662,29.0,2022-03-13,1,Leeds,Norwich,2.0,1.0,1.78,0.92,2.91,1.51
288,16663,29.0,2022-03-12,1,Man Utd,Spurs,3.0,2.0,1.58,1.54,1.18,1.85
289,16664,29.0,2022-03-13,1,Southampton,Watford,1.0,2.0,1.71,1.06,1.41,1.34
290,16665,29.0,2022-03-13,1,West Ham,Aston Villa,2.0,1.0,1.41,1.24,1.51,1.33
291,16666,30.0,2022-03-19,1,Aston Villa,Arsenal,0.0,1.0,1.13,1.47,0.35,1.14
292,16667,33.0,2022-04-21,1,Burnley,Southampton,2.0,0.0,1.43,1.2,2.24,1.45
293,16668,30.0,2022-03-20,1,Leicester,Brentford,2.0,1.0,1.63,1.26,1.23,1.74
294,16669,33.0,2022-04-19,1,Liverpool,Man Utd,4.0,0.0,2.53,0.78,2.28,0.12
295,16670,33.0,2022-04-20,1,Man City,Brighton,3.0,0.0,2.21,0.38,1.66,0.14
296,16671,33.0,2022-04-20,1,Newcastle,Crystal Palace,1.0,0.0,1.2,1.24,0.79,0.56
297,16672,28.0,2022-03-10,1,Norwich,Chelsea,1.0,3.0,0.63,2.21,1.0,2.03
298,16673,30.0,2022-03-20,1,Spurs,West Ham,3.0,1.0,1.85,1.17,3.11,0.62
299,16674,36.0,2022-05-11,0,Watford,Everton,,,1.27,1.27,,
300,16675,30.0,2022-03-18,1,Wolves,Leeds,2.0,3.0,1.44,1.04,1.2,2.98
301,16685,31.0,2022-04-02,1,Brighton,Norwich,0.0,0.0,1.75,0.68,2.52,0.63
302,16684,31.0,2022-04-02,1,Burnley,Man City,0.0,2.0,0.59,2.37,0.1,1.67
303,16683,31.0,2022-04-02,1,Chelsea,Brentford,1.0,4.0,1.99,0.67,1.57,2.43
304,16682,31.0,2022-04-04,1,Crystal Palace,Arsenal,3.0,0.0,0.97,1.5,1.57,1.26
305,16681,31.0,2022-04-02,1,Leeds,Southampton,1.0,1.0,1.64,1.5,1.51,1.75
306,16680,31.0,2022-04-02,1,Liverpool,Watford,2.0,0.0,2.96,0.45,2.19,0.71
307,16679,31.0,2022-04-02,1,Man Utd,Leicester,1.0,1.0,2.0,1.18,1.07,1.18
308,16678,31.0,2022-04-03,1,Spurs,Newcastle,5.0,1.0,2.04,0.84,3.79,0.61
309,16677,31.0,2022-04-03,1,West Ham,Everton,2.0,1.0,1.62,1.04,1.61,0.78
310,16676,31.0,2022-04-02,1,Wolves,Aston Villa,2.0,1.0,1.12,1.12,1.75,1.89
311,16695,32.0,2022-04-09,1,Arsenal,Brighton,1.0,2.0,1.63,0.73,2.65,0.68
312,16694,32.0,2022-04-09,1,Aston Villa,Spurs,0.0,4.0,1.26,1.74,1.67,1.17
313,16693,32.0,2022-04-10,1,Brentford,West Ham,2.0,0.0,1.42,1.32,1.82,0.27
314,16692,32.0,2022-04-09,1,Everton,Man Utd,1.0,0.0,1.25,1.6,0.38,0.82
315,16691,32.0,2022-04-10,1,Leicester,Crystal Palace,2.0,1.0,1.4,1.37,0.66,1.71
316,16690,32.0,2022-04-10,1,Man City,Liverpool,2.0,2.0,1.62,1.31,1.43,1.39
317,16689,32.0,2022-04-08,1,Newcastle,Wolves,1.0,0.0,1.17,1.1,1.52,0.27
318,16688,32.0,2022-04-10,1,Norwich,Burnley,2.0,0.0,0.95,1.37,1.65,1.5
319,16687,32.0,2022-04-09,1,Southampton,Chelsea,0.0,6.0,1.08,1.8,0.6,4.25
320,16686,32.0,2022-04-09,1,Watford,Leeds,0.0,3.0,1.42,1.51,1.07,0.86
321,16705,36.0,2022-05-10,0,Aston Villa,Liverpool,,,0.97,2.01,,
322,16704,37.0,2022-05-19,0,Everton,Crystal Palace,,,1.11,1.32,,
323,16703,36.0,2022-05-11,0,Leeds,Chelsea,,,1.04,2.21,,
324,16702,33.0,2022-04-16,1,Man Utd,Norwich,3.0,2.0,2.09,0.7,1.81,1.63
325,16701,33.0,2022-04-17,1,Newcastle,Leicester,2.0,1.0,1.37,1.35,2.84,0.58
326,16700,33.0,2022-04-16,1,Southampton,Arsenal,1.0,0.0,1.02,1.83,0.96,1.73
327,16699,33.0,2022-04-16,1,Spurs,Brighton,0.0,1.0,1.92,0.91,0.79,0.8
328,16698,33.0,2022-04-16,1,Watford,Brentford,1.0,2.0,1.16,1.47,1.93,2.15
329,16697,33.0,2022-04-17,1,West Ham,Burnley,1.0,1.0,1.5,1.02,2.77,1.89
330,16696,,,0,Wolves,Man City,,,0.5,2.11,,
331,16715,34.0,2022-04-23,1,Arsenal,Man Utd,3.0,1.0,1.8,0.97,2.35,2.38
332,16714,34.0,2022-04-23,1,Brentford,Spurs,0.0,0.0,1.23,1.85,1.37,0.67
333,16713,34.0,2022-04-24,1,Brighton,Southampton,2.0,2.0,1.44,1.09,1.48,0.85
334,16712,34.0,2022-04-24,1,Burnley,Wolves,1.0,0.0,1.18,0.98,1.28,0.58
335,16711,34.0,2022-04-24,1,Chelsea,West Ham,1.0,0.0,2.06,0.91,2.6,0.39
336,16710,34.0,2022-04-25,0,Crystal Palace,Leeds,,,1.64,1.16,,
337,16709,34.0,2022-04-23,1,Leicester,Aston Villa,0.0,0.0,1.4,1.44,0.28,0.6
338,16708,34.0,2022-04-24,1,Liverpool,Everton,2.0,0.0,2.86,0.5,1.81,0.43
339,16707,34.0,2022-04-23,1,Man City,Watford,5.0,1.0,2.91,0.22,3.25,0.41
340,16706,34.0,2022-04-23,1,Norwich,Newcastle,0.0,3.0,1.1,1.43,0.58,1.62
341,16725,35.0,2022-04-30,0,Aston Villa,Norwich,,,1.91,0.75,,
342,16724,35.0,2022-05-01,0,Everton,Chelsea,,,1.02,1.85,,
343,16723,35.0,2022-04-30,0,Leeds,Man City,,,0.71,2.72,,
344,16722,35.0,2022-05-02,0,Man Utd,Brentford,,,1.57,1.28,,
345,16721,35.0,2022-04-30,0,Newcastle,Liverpool,,,0.64,2.39,,
346,16720,35.0,2022-04-30,0,Southampton,Crystal Palace,,,1.31,1.37,,
347,16719,35.0,2022-05-01,0,Spurs,Leicester,,,2.11,0.93,,
348,16718,35.0,2022-04-30,0,Watford,Burnley,,,1.15,1.31,,
349,16717,35.0,2022-05-01,0,West Ham,Arsenal,,,1.06,1.69,,
350,16716,35.0,2022-04-30,0,Wolves,Brighton,,,1.04,1.02,,
351,16735,36.0,2022-05-08,0,Arsenal,Leeds,,,2.11,0.95,,
352,16734,36.0,2022-05-07,0,Brentford,Southampton,,,1.7,1.16,,
353,16733,36.0,2022-05-07,0,Brighton,Man Utd,,,1.33,1.23,,
354,16732,36.0,2022-05-07,0,Burnley,Aston Villa,,,1.04,1.39,,
355,16731,36.0,2022-05-07,0,Chelsea,Wolves,,,1.84,0.65,,
356,16730,36.0,2022-05-07,0,Crystal Palace,Watford,,,1.7,0.83,,
357,16729,36.0,2022-05-08,0,Leicester,Everton,,,1.58,1.07,,
358,16728,36.0,2022-05-07,0,Liverpool,Spurs,,,2.31,0.99,,
359,16727,36.0,2022-05-08,0,Man City,Newcastle,,,2.3,0.52,,
360,16726,36.0,2022-05-08,0,Norwich,West Ham,,,1.06,1.7,,
361,16745,37.0,2022-05-15,0,Aston Villa,Crystal Palace,,,1.37,1.02,,
362,16744,37.0,2022-05-15,0,Everton,Brentford,,,1.2,1.4,,
363,16743,37.0,2022-05-15,0,Leeds,Brighton,,,1.24,1.45,,
364,16742,34.0,2022-04-28,0,Man Utd,Chelsea,,,1.29,1.68,,
365,16741,37.0,2022-05-16,0,Newcastle,Arsenal,,,1.07,1.47,,
366,16740,,,0,Southampton,Liverpool,,,0.9,2.61,,
367,16739,37.0,2022-05-15,0,Spurs,Burnley,,,1.98,0.84,,
368,16738,37.0,2022-05-15,0,Watford,Leicester,,,1.25,1.5,,
369,16737,37.0,2022-05-15,0,West Ham,Man City,,,0.87,2.13,,
370,16736,37.0,2022-05-15,0,Wolves,Norwich,,,1.61,0.72,,
371,16746,38.0,2022-05-22,0,Arsenal,Everton,,,1.92,0.77,,
372,16747,38.0,2022-05-22,0,Brentford,Leeds,,,1.8,1.18,,
373,16748,38.0,2022-05-22,0,Brighton,West Ham,,,1.38,1.05,,
374,16749,38.0,2022-05-22,0,Burnley,Newcastle,,,1.14,1.18,,
375,16750,38.0,2022-05-22,0,Chelsea,Watford,,,2.42,0.61,,
376,16751,38.0,2022-05-22,0,Crystal Palace,Man Utd,,,1.36,1.31,,
377,16752,38.0,2022-05-22,0,Leicester,Southampton,,,1.65,1.27,,
378,16753,38.0,2022-05-22,0,Liverpool,Wolves,,,2.27,0.54,,
379,16754,38.0,2022-05-22,0,Man City,Aston Villa,,,2.12,0.65,,
380,16755,38.0,2022-05-22,0,Norwich,Spurs,,,0.97,2.16,,
