fpl_id,understat_id,fpl_name,position,team_name
597,,Dilan Markanday,M,Spurs
598,,Tobi Omole,D,Spurs
599,,Joe White,M,Newcastle
600,,Nohan Kenneh,M,Leeds
601,10001.0,Stuart McKinstry,M,Leeds
602,8582.0,Ellis Simms,F,Everton
603,,Luke Mbete,D,Man City
604,,Joshua Wilson-Esbrand,D,Man City
605,,Romeo Lavia,M,Man City
606,,Marcus Bettinelli,G,Chelsea
607,10027.0,Lewis Dobbin,F,Everton
608,10028.0,Leo Fuhr Hjelde,D,Leeds
609,,Elliot Anderson,M,Newcastle
610,,Lamare Bogarde,D,Aston Villa
611,,Louie Moulden,G,Wolves
612,10036.0,Jeremy Sarmiento,M,Brighton
613,,Charlie Whitaker,M,Everton
614,,Paris Maghoma,M,Brentford
615,,Cieran Slicker,G,Man City
616,,Harry Tyrer,G,Everton
617,10061.0,Harrison Ashby,D,West Ham
618,3387.0,Nicolas Nkoulou,D,Watford
619,,Matthew Cox,G,Brentford
620,10091.0,Tyler Morton,M,Liverpool
621,,James Storer,G,Wolves
622,6477.0,Cenk Tosun,F,Everton
623,,Reece Welch,D,Everton
624,8544.0,Lewis Bate,M,Leeds
625,10118.0,Kaide Gordon,M,Liverpool
626,,Conor Bradley,D,Liverpool
627,,Owen Beck,D,Liverpool
628,,Maxwell Haygarth,M,Brentford
629,10126.0,James McAtee,M,Man City
630,9287.0,Tyler Onyango,M,Everton
631,,Jack Jenkins,M,Leeds
632,951.0,Phil Jones,D,Man Utd
633,,James Morris,D,Watford
634,10141.0,Sonny Perkins,M,West Ham
635,,Hugo Bueno,D,Wolves
636,,Amad Diallo,M,Man Utd
637,,Harry Lewis,G,Southampton
638,9554.0,Tim Iroegbunam,M,Aston Villa
639,,Vontae Daley-Campbell,D,Leicester
640,10150.0,Nathan Young-Coombes,F,Brentford
641,624.0,Willy Caballero,G,Southampton
642,,Vincent Angelini,G,Watford
643,,Jonathan Tomkinson,D,Norwich
644,,Ajibola Alese,D,West Ham
645,,Ben Nelson,D,Leicester
646,10168.0,Lewis Brunt,M,Leicester
647,10166.0,Kasey McAteer,M,Leicester
648,10172.0,Jonathan Rowe,M,Norwich
649,,Thomas Dickson-Peters,F,Norwich
650,,Filip Marschall,G,Aston Villa
651,,Conrad Egan-Riley,D,Man City
652,,Armstrong Oko-Flex,M,West Ham
653,,Ed Turns,D,Brighton
654,,Marc Leonard,M,Brighton
655,10177.0,Evan Ferguson,F,Brighton
656,,Marcelo de Araújo Pitaluga Filho,G,Liverpool
657,,Kris Moore,D,Leeds
658,,Archie Gray,M,Leeds
659,,Brandon Austin,G,Spurs
660,,Jarell Quansah,D,Liverpool
661,,Bruno André Cavaco Jordão,M,Wolves
662,,Myles Peart-Harris,M,Brentford
663,10203.0,Kayky da Silva Chagas,F,Man City
664,,Charlie Patino,M,Arsenal
665,,Dynel Simeu,D,Southampton
666,,Jon McCracken,G,Norwich
667,,Thierry Small,D,Southampton
668,,Harvey White,M,Spurs
669,,Kamil Conteh,M,Watford
670,,Josh Feeney,D,Aston Villa
671,,Lewis Hall,M,Chelsea
672,,Harvey Vale,M,Chelsea
673,3468.0,Jonas Lössl,G,Brentford
674,,Nathan Patterson,D,Everton
675,10291.0,Vitalii Mykolenko,D,Everton
676,3729.0,Hassane Kamara,D,Watford
677,1142.0,Samir Caetano de Souza Santos,D,Watford
678,652.0,Kieran Trippier,D,Newcastle
679,10290.0,Edo Kayembe,M,Watford
680,,Kgaogelo Chauke,M,Southampton
681,488.0,Philippe Coutinho Correia,M,Aston Villa
682,,Pierre Ekwah,D,West Ham
683,,Liam Gibbs,M,Norwich
684,,Kaine Hayden,D,Aston Villa
685,10293.0,Toti António Gomes,D,Wolves
686,,Dion Sanderson,D,Wolves
687,,Ryan Giles,M,Wolves
688,,Thomas McGill,G,Brighton
689,10327.0,Francisco Jorge Tomás Oliveira,M,Wolves
690,689.0,Robert Kenedy Nunes do Nascimento,D,Chelsea
691,6962.0,Robin Olsen,G,Aston Villa
692,,Omari Hutchinson,M,Arsenal
693,,Salah-Eddine Oulad M'hand,M,Arsenal
694,,Mika Biereth,F,Arsenal
695,,Ryan Alebiosu,D,Arsenal
696,10408.0,Luis Díaz,M,Liverpool
697,8327.0,Bruno Guimarães Rodriguez Moura,M,Newcastle
698,6947.0,Samuel Kalu,M,Watford
699,646.0,Christian Eriksen,M,Brentford
700,7052.0,Wout Weghorst,F,Burnley
701,6691.0,Dejan Kulusevski,M,Spurs
702,6108.0,Rodrigo Bentancur,M,Spurs
703,,Benjamin Chrisene,M,Aston Villa
704,8868.0,Liam Delap,F,Man City
705,,Zach Awe,D,Arsenal
706,9558.0,Hannibal Mejbri,M,Man Utd
707,,Lucas De Bolle,M,Newcastle
708,,Sam Waller,G,Burnley
709,,Tayo Adaramola,D,Crystal Palace
710,10424.0,Daniel Chesters,M,West Ham
711,,Zak Swanson,D,Arsenal
712,,Odeluga Offiah,D,Brighton
713,,Tommi O'Reilly,M,Aston Villa
714,,Alfie Devine,M,Spurs
715,,Abu Kamara,F,Norwich
716,10525.0,Tony Springett,M,Norwich
717,,Jamie Bowden,M,Spurs
718,9470.0,Isaac Price,M,Everton
719,,Mazeed Ogungbo,D,Arsenal
720,,Marcelo Flores,M,Arsenal
721,,Miguel Azeez,M,Arsenal
722,,Julian Jeanvier,D,Brentford
723,10552.0,Alejandro Garnacho Ferreyra,M,Man Utd
724,,Marcel Lavinier,D,Spurs
725,,Shaqai Forde,F,Watford
726,,Dara Costelloe,M,Burnley
727,9359.0,Shola Shoretire,M,Man Utd
728,5191.0,Álvaro Fernández,D,Man Utd
729,,Matthew Craig,M,Spurs
730,,Alex Kirk,D,Arsenal
731,,Tyler Dibling,M,Southampton
732,,Tiago Çukur,F,Watford
733,,Adrian Blake,M,Watford
734,,Jack Grieves,F,Watford
735,,Joseph McGlynn,F,Burnley
736,,Anthony Mancini,M,Burnley
737,,Charlie Savage,M,Man Utd
